ticker,company,sector_name,sector_code,year,quarter,avg_return,total_volatility,correlation_gdp,correlation_inflation,currency_impact,sector_rank,sector_avg_return,outperforming_sector,recession_resilience_score
601336.SS,New York Life Insurance,"Insurance: Life, Health (Mutual)",INSU,2025,2,-0.023416852191573502,74.3723254859342,0,0,0,2.0,0.1274351517646564,0,0.0
AAL,American Airlines,Airlines,AIRL,2025,2,0.4325308446100812,247.05916178322266,0,0,0,2.0,0.46131508907352403,0,0.0
ABBV,AbbVie,Pharmaceuticals,PHAR,2025,2,-0.24401102585485238,96.51876214380296,0,0,0,4.0,-0.00782237852880201,0,0.0
ACI,Albertsons,Food & Drug Stores,FOOD,2025,2,-0.013279177825947275,89.46503623575555,0,0,0,2.0,0.05789253750507203,0,0.0
ADM,Archer Daniels Midland,Food Production,FOOD,2025,2,0.1603508248775572,103.15327516298406,0,0,0,1.0,-0.056209554572697995,1,0.0
ALL,Allstate,Insurance: Property and Casualty (Stock),INSU,2025,2,0.06513241956868668,102.09526242055269,0,0,0,4.0,0.12311421624645309,0,0.0
AMZN,Amazon,Internet Services and Retailing,INTE,2025,2,0.18352966400088205,154.35643074656625,0,0,0,2.0,0.22988236092250539,0,0.0
APLE,Apple,"Computers, Office Equipment",COMP,2025,2,-0.17887339801761715,162.7334237784103,0,0,0,2.0,-0.2552278959359553,1,0.0
ATT.L,AT&T,Telecommunications,TELE,2025,2,0.30036592659267364,127.46874998652058,0,0,0,2.0,0.16221364693074655,1,0.0
AVGO,Broadcom,Semiconductors and Other Electronic Components,SEMI,2025,2,0.9843856887701352,210.7417789441987,0,0,0,1.0,0.563162468005034,1,0.0
AXP,American Express,Diversified Financials,DIVE,2025,2,0.2903392658572966,163.88806989364625,0,0,0,3.0,0.3587542530178437,0,0.0
BA,Boeing,Aerospace & Defense,AERO,2025,2,0.6939159355971176,186.3861916230298,0,0,0,1.0,0.27229672716957587,1,0.0
BAC,Bank of America,Commercial Banks,COMM,2025,2,0.24123922458982547,143.56115687482364,0,0,0,3.0,0.20297074564332776,1,0.0
CAH,Cardinal Health,Wholesalers: Health Care,WHOL,2025,2,0.34285784594667756,76.27985728613638,0,0,0,1.0,0.20986935354612676,1,0.0
CAT,Caterpillar,Construction and Farm Machinery,CONS,2025,2,0.18951440762848928,134.4789163344984,0,0,0,2.0,0.2753873888264516,0,0.0
CHTR,Charter Communications,Telecommunications,TELE,2025,2,0.3800224396470752,129.5904746048088,0,0,0,1.0,0.16221364693074655,1,0.0
CI,Cigna,Health Care: Pharmacy and Other Services,HEAL,2025,2,-0.04266988520975157,66.54364779217889,0,0,0,1.0,-0.08726857364007433,1,0.0
CITI.NE,Citi,Commercial Banks,COMM,2025,2,0.23932670042943655,143.51577969732082,0,0,0,4.0,0.20297074564332776,1,0.0
CMCSA,Comcast,Telecommunications,TELE,2025,2,-0.05818710231242798,97.2164540303268,0,0,0,4.0,0.16221364693074655,0,0.0
CNC,Centene,Health Care: Insurance and Managed Care,HEAL,2025,2,0.09480111643220364,96.77136976400088,0,0,0,1.0,-0.3787995840063239,1,0.0
COLA.WA,Coca-Cola,Beverages,BEVE,2025,2,-0.024281637969795728,51.94251586076656,0,0,0,1.0,-0.024281637969795728,0,0.0
COP,ConocoPhillips,"Mining, Crude-Oil Production",MINI,2025,2,-0.393766504274265,171.67516781431218,0,0,0,1.0,-0.393766504274265,0,0.0
COR,Cencora,Wholesalers: Health Care,WHOL,2025,2,0.16301838156926496,66.32334010516769,0,0,0,2.0,0.20986935354612676,0,0.0
COST,Costco,General Merchandisers,GENE,2025,2,0.2310646292060245,76.80280991130793,0,0,0,2.0,0.12882543836303473,1,0.0
CSCO,Cisco Systems,Network and Other Communications Equipment,NETW,2025,2,0.12760549000698146,112.46370618800319,0,0,0,1.0,0.12760549000698146,0,0.0
CVS,CVS Health,Health Care: Pharmacy and Other Services,HEAL,2025,2,-0.1318672620703971,89.69824606781897,0,0,0,2.0,-0.08726857364007433,0,0.0
CVX,Chevron,Petroleum Refining,PETR,2025,2,-0.49145659788661916,121.27226748645667,0,0,0,5.0,-0.06911164000680572,0,0.0
DAL,Delta Airlines,Airlines,AIRL,2025,2,0.5707221226786106,238.95479208115324,0,0,0,1.0,0.46131508907352403,1,0.0
DE,Deere,Construction and Farm Machinery,CONS,2025,2,0.3612603700244139,108.52135159508772,0,0,0,1.0,0.2753873888264516,1,0.0
DELL,Dell Technologies,"Computers, Office Equipment",COMP,2025,2,0.6989194344964438,249.88538950551794,0,0,0,1.0,-0.2552278959359553,1,0.0
DIS,Walt Disney,Entertainment,ENTE,2025,2,0.4776279867657868,156.65145610483802,0,0,0,1.0,0.4776279867657868,0,0.0
ELV,Elevance Health,Health Care: Insurance and Managed Care,HEAL,2025,2,-0.0772799569332197,93.64402733413625,0,0,0,2.0,-0.3787995840063239,1,0.0
EPD,Enterprise Products Partners,Pipelines,PIPE,2025,2,-0.09025846947749085,89.07224754157538,0,0,0,2.0,-0.17558033586654462,1,0.0
ET,Energy Transfer,Pipelines,PIPE,2025,2,-0.017816635661898624,128.66344715662757,0,0,0,1.0,-0.17558033586654462,1,0.0
F,Ford Motor,Motor Vehicles & Parts,MOTO,2025,2,0.2426866654672409,124.31976112745905,0,0,0,2.0,0.3783826166124438,0,0.0
FDX,FedEx,"Mail, Package and Freight Delivery",MAIL,2025,2,-0.24249373663910861,153.03109380833882,0,0,0,1.0,-0.2563567216923565,1,0.0
FMCC,Freddie Mac,Diversified Financials,DIVE,2025,2,0.22405774525662164,211.722368226293,0,0,0,4.0,0.3587542530178437,0,0.0
FNMA,Fannie Mae,Diversified Financials,DIVE,2025,2,0.5451327611780805,190.30204604026642,0,0,0,1.0,0.3587542530178437,1,0.0
GD,General Dynamics,Aerospace & Defense,AERO,2025,2,0.09706375231929273,94.84072553700925,0,0,0,4.0,0.27229672716957587,0,0.0
GM,General Motors,Motor Vehicles & Parts,MOTO,2025,2,0.16279768624635704,97.26336391367843,0,0,0,3.0,0.3783826166124438,0,0.0
GOOGL,Alphabet,Internet Services and Retailing,INTE,2025,2,0.16818708994232542,109.5304172106564,0,0,0,3.0,0.22988236092250539,0,0.0
GSBD,Goldman Sachs,Commercial Banks,COMM,2025,2,-0.04698406262139703,103.06160962685924,0,0,0,6.0,0.20297074564332776,0,0.0
HCA,HCA Healthcare,Health Care: Medical Facilities,HEAL,2025,2,0.336945228660667,74.0032445345911,0,0,0,1.0,0.336945228660667,0,0.0
HD,Home Depot,Specialty Retailers: Other,SPEC,2025,2,0.06580380651537261,77.61658195450327,0,0,0,1.0,0.05371252001365394,1,0.0
HP,HP,"Computers, Office Equipment",COMP,2025,2,-1.2857297242866925,250.09908193818688,0,0,0,3.0,-0.2552278959359553,0,0.0
HUM.ST,Humana,Health Care: Insurance and Managed Care,HEAL,2025,2,-0.29809417051180037,87.62821085825426,0,0,0,3.0,-0.3787995840063239,1,0.0
IBM,IBM,Information Technology Services,INFO,2025,2,0.24310123417571,98.43217321509802,0,0,0,1.0,0.24310123417571,0,0.0
INGM,Ingram Micro,Wholesalers: Electronics and Office Equipment,WHOL,2025,2,0.4033710697674396,164.95809436982668,0,0,0,2.0,0.44804409246449384,0,0.0
INTC,Intel,Semiconductors and Other Electronic Components,SEMI,2025,2,0.02060748469178802,212.9532592394866,0,0,0,3.0,0.563162468005034,0,0.0
JNJ,Johnson & Johnson,Pharmaceuticals,PHAR,2025,2,-0.020855663238222764,60.757938893687125,0,0,0,2.0,-0.00782237852880201,0,0.0
JPM,JPMorgan Chase,Commercial Banks,COMM,2025,2,0.2826861751377906,124.28075531651831,0,0,0,2.0,0.20297074564332776,1,0.0
KR,Kroger,Food & Drug Stores,FOOD,2025,2,0.12906425283609133,82.77766700774244,0,0,0,1.0,0.05789253750507203,1,0.0
LLY,Eli Lilly,Pharmaceuticals,PHAR,2025,2,-0.17491212608836598,138.6115077711474,0,0,0,3.0,-0.00782237852880201,0,0.0
LMT,Lockheed Martin,Aerospace & Defense,AERO,2025,2,0.16127368392551752,70.47561536903234,0,0,0,2.0,0.27229672716957587,0,0.0
MCK,McKesson,Wholesalers: Health Care,WHOL,2025,2,0.12373183312243775,73.97102413095742,0,0,0,3.0,0.20986935354612676,0,0.0
MET,MetLife,"Insurance: Life, Health (Stock)",INSU,2025,2,-0.005065955517121747,145.3658539003604,0,0,0,1.0,-0.05434650166294908,1,0.0
META,Meta,Internet Services and Retailing,INTE,2025,2,0.33793032882430873,173.4372034028871,0,0,0,1.0,0.22988236092250539,1,0.0
MPC,Marathon Petroleum,Petroleum Refining,PETR,2025,2,0.332957940298644,173.87634340733447,0,0,0,1.0,-0.06911164000680572,1,0.0
MRK,Merck,Pharmaceuticals,PHAR,2025,2,-0.27350819778647817,87.20838277973631,0,0,0,5.0,-0.00782237852880201,0,0.0
MS,Morgan Stanley,Commercial Banks,COMM,2025,2,0.31425376759313445,153.39950357528625,0,0,0,1.0,0.20297074564332776,1,0.0
MSFT,Microsoft,Computer Software,COMP,2025,2,0.5740849855021811,103.86884254573995,0,0,0,1.0,0.4596795741569205,1,0.0
NKE,Nike,Apparel,APPA,2025,2,-0.024984965716637796,190.38673157231386,0,0,0,1.0,-0.024984965716637796,0,0.0
NVDA,Nvidia,Semiconductors and Other Electronic Components,SEMI,2025,2,0.6844942305531788,202.20364973826761,0,0,0,2.0,0.563162468005034,1,0.0
ORCL,Oracle,Computer Software,COMP,2025,2,0.34527416281165996,142.10846805971997,0,0,0,2.0,0.4596795741569205,0,0.0
PAGP,Plains GP,Pipelines,PIPE,2025,2,-0.4186659024602443,120.92003590785777,0,0,0,3.0,-0.17558033586654462,0,0.0
PEP,PepsiCo,Food Consumer Products,FOOD,2025,2,-0.34813204783948964,66.05257191842469,0,0,0,1.0,-0.34813204783948964,0,0.0
PFGC,Performance Food,Wholesalers: Food and Grocery,WHOL,2025,2,0.25985260442958275,105.8582275736589,0,0,0,1.0,0.1160867719337119,1,0.0
PFIZER.NS,Pfizer,Pharmaceuticals,PHAR,2025,2,0.6741751203239092,42.46988331301275,0,0,0,1.0,-0.00782237852880201,1,0.0
PG,Procter & Gamble,Household and Personal Products,HOUS,2025,2,-0.034877772050061685,69.39733856512554,0,0,0,1.0,-0.034877772050061685,0,0.0
PGR,Progressive,Insurance: Property and Casualty (Stock),INSU,2025,2,0.07624403979209739,109.61808267348175,0,0,0,3.0,0.12311421624645309,0,0.0
PRU,Prudential Financial,"Insurance: Life, Health (Stock)",INSU,2025,2,-0.10362704780877642,131.60268906152677,0,0,0,2.0,-0.05434650166294908,0,0.0
PSX,Phillips 66,Petroleum Refining,PETR,2025,2,0.04016344976657827,179.69943449881285,0,0,0,3.0,-0.06911164000680572,1,0.0
RTX,RTX,Aerospace & Defense,AERO,2025,2,0.1369335368363755,128.4264820607983,0,0,0,3.0,0.27229672716957587,0,0.0
SNEX,StoneX,Diversified Financials,DIVE,2025,2,0.37548723977937615,124.34615515934408,0,0,0,2.0,0.3587542530178437,1,0.0
