date,usd_inr_rate
2001-01-02,46.74
2001-01-03,46.75
2001-01-04,46.78
2001-01-05,46.76
2001-01-08,46.73
2001-01-09,46.68
2001-01-10,46.68
2001-01-11,46.68
2001-01-12,47.47
2001-01-16,46.55
2001-01-17,46.48
2001-01-18,46.45
2001-01-19,46.43
2001-01-22,46.43
2001-01-23,46.39
2001-01-24,46.42
2001-01-25,46.54
2001-01-26,46.53
2001-01-29,46.5
2001-01-30,46.46
2001-01-31,46.44
2001-02-01,46.41
2001-02-02,46.44
2001-02-05,46.43
2001-02-06,46.42
2001-02-07,46.46
2001-02-08,46.46
2001-02-09,46.54
2001-02-12,46.56
2001-02-13,46.6
2001-02-14,46.65
2001-02-15,46.63
2001-02-16,46.55
2001-02-20,46.66
2001-02-21,46.65
2001-02-22,46.63
2001-02-23,46.65
2001-02-26,46.66
2001-02-27,46.68
2001-02-28,46.59
2001-03-01,46.59
2001-03-02,46.59
2001-03-05,46.57
2001-03-06,46.53
2001-03-07,46.57
2001-03-08,46.56
2001-03-09,46.55
2001-03-12,46.57
2001-03-13,46.7
2001-03-14,46.69
2001-03-15,46.66
2001-03-16,46.69
2001-03-19,46.72
2001-03-20,46.71
2001-03-21,46.71
2001-03-22,46.74
2001-03-23,46.72
2001-03-26,46.69
2001-03-27,46.65
2001-03-28,46.65
2001-03-29,46.66
2001-03-30,46.85
2001-04-02,46.65
2001-04-03,46.67
2001-04-04,46.6
2001-04-05,46.64
2001-04-06,46.58
2001-04-09,46.58
2001-04-10,46.6
2001-04-11,46.75
2001-04-12,46.75
2001-04-13,46.89
2001-04-16,47.07
2001-04-17,46.95
2001-04-18,46.95
2001-04-19,46.88
2001-04-20,46.88
2001-04-23,46.82
2001-04-24,46.88
2001-04-25,46.88
2001-04-26,46.78
2001-04-27,46.88
2001-04-30,46.88
2001-05-01,46.87
2001-05-02,46.87
2001-05-03,46.87
2001-05-04,46.87
2001-05-07,46.84
2001-05-08,46.83
2001-05-09,46.85
2001-05-10,46.88
2001-05-11,46.85
2001-05-14,47.0
2001-05-15,47.03
2001-05-16,46.97
2001-05-17,46.99
2001-05-18,46.98
2001-05-21,47.0
2001-05-22,47.06
2001-05-23,47.02
2001-05-24,47.02
2001-05-25,47.02
2001-05-29,47.02
2001-05-30,47.0
2001-05-31,47.0
2001-06-01,47.05
2001-06-04,47.06
2001-06-05,47.0
2001-06-06,47.03
2001-06-07,47.0
2001-06-08,47.03
2001-06-11,47.04
2001-06-12,47.08
2001-06-13,47.09
2001-06-14,47.0
2001-06-15,47.05
2001-06-18,47.02
2001-06-19,47.02
2001-06-20,47.01
2001-06-21,47.05
2001-06-22,47.04
2001-06-25,47.06
2001-06-26,47.07
2001-06-27,47.04
2001-06-28,47.06
2001-06-29,47.09
2001-07-02,47.18
2001-07-03,47.17
2001-07-05,47.18
2001-07-06,47.17
2001-07-09,47.19
2001-07-10,47.19
2001-07-11,47.21
2001-07-12,47.2
2001-07-13,47.21
2001-07-16,47.2
2001-07-17,47.16
2001-07-18,47.12
2001-07-19,47.16
2001-07-20,47.17
2001-07-23,47.17
2001-07-24,47.11
2001-07-25,47.19
2001-07-26,47.2
2001-07-27,47.19
2001-07-30,47.19
2001-07-31,47.18
2001-08-01,47.16
2001-08-02,47.11
2001-08-03,47.17
2001-08-06,47.16
2001-08-07,47.11
2001-08-08,47.19
2001-08-09,47.18
2001-08-10,47.17
2001-08-13,47.17
2001-08-14,47.15
2001-08-15,47.16
2001-08-16,47.16
2001-08-17,47.17
2001-08-20,47.18
2001-08-21,47.18
2001-08-22,47.18
2001-08-23,47.17
2001-08-24,47.17
2001-08-27,47.19
2001-08-28,47.19
2001-08-29,47.16
2001-08-30,47.18
2001-08-31,47.17
2001-09-04,47.22
2001-09-05,47.2
2001-09-06,47.22
2001-09-07,47.27
2001-09-10,47.38
2001-09-12,47.39
2001-09-13,47.49
2001-09-14,47.75
2001-09-17,47.77
2001-09-18,48.05
2001-09-19,47.96
2001-09-20,48.03
2001-09-21,48.08
2001-09-24,48.08
2001-09-25,48.91
2001-09-26,47.91
2001-09-27,47.91
2001-09-28,47.9
2001-10-01,48.03
2001-10-02,48.03
2001-10-03,47.96
2001-10-04,48.04
2001-10-05,48.05
2001-10-09,48.17
2001-10-10,48.09
2001-10-11,48.09
2001-10-12,48.07
2001-10-15,48.07
2001-10-16,48.05
2001-10-17,48.05
2001-10-18,48.08
2001-10-19,48.08
2001-10-22,48.05
2001-10-23,48.03
2001-10-24,48.08
2001-10-25,48.0
2001-10-26,48.02
2001-10-29,48.02
2001-10-30,48.03
2001-10-31,48.04
2001-11-01,48.05
2001-11-02,48.04
2001-11-05,48.02
2001-11-06,48.04
2001-11-07,48.04
2001-11-08,48.07
2001-11-09,48.05
2001-11-13,48.11
2001-11-14,48.11
2001-11-15,48.03
2001-11-16,48.03
2001-11-19,48.0
2001-11-20,48.03
2001-11-21,48.03
2001-11-23,48.1
2001-11-26,48.05
2001-11-27,48.08
2001-11-28,47.99
2001-11-29,48.01
2001-11-30,47.98
2001-12-03,47.93
2001-12-04,47.93
2001-12-05,47.94
2001-12-06,47.9
2001-12-07,47.86
2001-12-10,47.87
2001-12-11,47.85
2001-12-12,47.84
2001-12-13,47.84
2001-12-14,47.86
2001-12-17,47.86
2001-12-18,47.86
2001-12-19,47.8
2001-12-20,47.83
2001-12-21,47.85
2001-12-24,47.95
2001-12-26,47.95
2001-12-27,48.21
2001-12-28,48.29
2001-12-31,48.27
