date,usd_inr_rate
1998-01-02,39.4
1998-01-05,39.48
1998-01-06,39.55
1998-01-07,39.76
1998-01-08,39.8
1998-01-09,39.95
1998-01-12,39.97
1998-01-13,40.0
1998-01-14,40.3
1998-01-15,40.4
1998-01-16,40.0
1998-01-20,39.2
1998-01-21,38.9
1998-01-22,38.9
1998-01-23,38.85
1998-01-26,38.41
1998-01-27,38.45
1998-01-28,38.9
1998-01-29,38.8
1998-01-30,38.8
1998-02-02,38.95
1998-02-03,38.9
1998-02-04,38.85
1998-02-05,38.85
1998-02-06,38.85
1998-02-09,38.56
1998-02-10,38.9
1998-02-11,38.79
1998-02-12,38.85
1998-02-13,38.85
1998-02-17,38.95
1998-02-18,38.9
1998-02-19,38.9
1998-02-20,39.39
1998-02-23,39.3
1998-02-24,39.35
1998-02-25,39.26
1998-02-26,39.3
1998-02-27,39.45
1998-03-02,39.6
1998-03-03,39.53
1998-03-04,39.54
1998-03-05,39.54
1998-03-06,39.55
1998-03-09,39.455
1998-03-10,39.55
1998-03-11,39.53
1998-03-12,39.55
1998-03-13,39.8
1998-03-16,39.575
1998-03-17,39.55
1998-03-18,39.65
1998-03-19,39.68
1998-03-20,39.55
1998-03-23,39.54
1998-03-24,39.58
1998-03-25,39.6
1998-03-26,39.55
1998-03-27,39.51
1998-03-30,39.55
1998-03-31,39.53
1998-04-01,39.55
1998-04-02,39.55
1998-04-03,39.56
1998-04-06,39.58
1998-04-07,39.74
1998-04-08,39.409
1998-04-09,39.8
1998-04-10,39.9
1998-04-13,39.7
1998-04-14,39.65
1998-04-15,39.72
1998-04-16,39.74
1998-04-17,39.73
1998-04-20,39.71
1998-04-21,39.8
1998-04-22,39.75
1998-04-23,39.78
1998-04-24,39.72
1998-04-27,39.75
1998-04-28,39.805
1998-04-29,39.78
1998-04-30,39.74
1998-05-01,39.82
1998-05-04,39.75
1998-05-05,39.8
1998-05-06,39.84
1998-05-07,39.8
1998-05-08,39.805
1998-05-11,39.79
1998-05-12,39.85
1998-05-13,39.85
1998-05-14,40.65
1998-05-15,40.65
1998-05-18,40.57
1998-05-19,40.572
1998-05-20,40.53
1998-05-21,40.546
1998-05-22,40.7
1998-05-26,41.3
1998-05-27,41.45
1998-05-28,42.35
1998-05-29,41.75
1998-06-01,41.85
1998-06-02,41.87
1998-06-03,41.8
1998-06-04,41.95
1998-06-05,41.85
1998-06-08,41.86
1998-06-09,42.45
1998-06-10,42.45
1998-06-11,42.45
1998-06-12,42.2
1998-06-15,42.4
1998-06-16,42.35
1998-06-17,42.25
1998-06-18,42.3
1998-06-19,42.6
1998-06-22,42.8
1998-06-23,42.95
1998-06-24,42.85
1998-06-25,42.85
1998-06-26,42.9
1998-06-29,42.59
1998-06-30,42.5
1998-07-01,42.35
1998-07-02,42.75
1998-07-03,42.6
1998-07-06,42.56
1998-07-07,42.6
1998-07-08,42.75
1998-07-09,42.75
1998-07-10,42.6
1998-07-13,42.7
1998-07-14,42.65
1998-07-15,42.75
1998-07-16,42.75
1998-07-17,42.55
1998-07-20,42.55
1998-07-21,42.49
1998-07-22,42.47
1998-07-23,42.55
1998-07-24,42.632
1998-07-27,42.6
1998-07-28,42.65
1998-07-29,42.55
1998-07-30,42.62
1998-07-31,42.6
1998-08-03,42.6
1998-08-04,42.57
1998-08-05,42.6
1998-08-06,42.56
1998-08-07,42.7
1998-08-10,42.75
1998-08-11,43.0
1998-08-12,43.05
1998-08-13,43.05
1998-08-14,43.23
1998-08-17,43.28
1998-08-18,43.4
1998-08-19,43.6
1998-08-20,42.9
1998-08-21,42.7
1998-08-24,42.6
1998-08-25,42.56
1998-08-26,42.55
1998-08-27,42.65
1998-08-28,42.7
1998-08-31,42.65
1998-09-01,42.65
1998-09-02,42.58
1998-09-03,42.6
1998-09-04,42.655
1998-09-08,42.6
1998-09-09,42.6
1998-09-10,42.6
1998-09-11,42.57
1998-09-14,42.6
1998-09-15,42.55
1998-09-16,42.55
1998-09-17,42.55
1998-09-18,42.585
1998-09-21,42.55
1998-09-22,42.6
1998-09-23,42.63
1998-09-24,42.55
1998-09-25,42.55
1998-09-28,42.56
1998-09-29,42.55
1998-09-30,42.48
1998-10-01,42.5
1998-10-02,42.45
1998-10-05,42.5
1998-10-06,42.45
1998-10-07,42.4
1998-10-08,42.4
1998-10-09,42.4
1998-10-13,42.4
1998-10-14,42.35
1998-10-15,42.33
1998-10-16,42.35
1998-10-19,42.35
1998-10-20,42.34
1998-10-21,42.34
1998-10-22,42.32
1998-10-23,42.35
1998-10-26,42.4
1998-10-27,42.4
1998-10-28,42.35
1998-10-29,42.45
1998-10-30,42.45
1998-11-02,42.35
1998-11-03,42.4
1998-11-04,42.33
1998-11-05,42.39
1998-11-06,42.3
1998-11-09,42.32
1998-11-10,42.33
1998-11-12,42.37
1998-11-13,42.39
1998-11-16,42.41
1998-11-17,42.5
1998-11-18,42.5
1998-11-19,42.5
1998-11-20,42.45
1998-11-23,42.44
1998-11-24,42.48
1998-11-25,42.43
1998-11-27,42.6
1998-11-30,42.65
1998-12-01,42.61
1998-12-02,42.61
1998-12-03,42.56
1998-12-04,42.58
1998-12-07,42.59
1998-12-08,42.62
1998-12-09,42.6
1998-12-10,42.61
1998-12-11,42.61
1998-12-14,42.6
1998-12-15,42.6
1998-12-16,42.6
1998-12-17,42.62
1998-12-18,42.6
1998-12-21,42.58
1998-12-22,42.58
1998-12-23,42.55
1998-12-24,42.6
1998-12-28,42.58
1998-12-29,42.6
1998-12-30,42.58
1998-12-31,42.52
