date,usd_inr_rate
1999-01-04,42.6
1999-01-05,42.56
1999-01-06,42.55
1999-01-07,42.55
1999-01-08,42.55
1999-01-11,42.55
1999-01-12,42.55
1999-01-13,42.53
1999-01-14,42.55
1999-01-15,42.5
1999-01-19,42.55
1999-01-20,42.55
1999-01-21,42.54
1999-01-22,42.55
1999-01-25,42.55
1999-01-26,42.52
1999-01-27,42.52
1999-01-28,42.55
1999-01-29,42.54
1999-02-01,42.55
1999-02-02,42.54
1999-02-03,42.5
1999-02-04,42.52
1999-02-05,42.5
1999-02-08,42.5
1999-02-09,42.5
1999-02-10,42.45
1999-02-11,42.51
1999-02-12,42.6
1999-02-16,42.51
1999-02-17,42.5
1999-02-18,42.51
1999-02-19,42.47
1999-02-22,42.43
1999-02-23,42.48
1999-02-24,42.6
1999-02-25,42.6
1999-02-26,42.83
1999-03-01,42.54
1999-03-02,42.58
1999-03-03,42.58
1999-03-04,42.55
1999-03-05,42.55
1999-03-08,42.56
1999-03-09,42.53
1999-03-10,42.5
1999-03-11,42.48
1999-03-12,42.52
1999-03-15,42.5
1999-03-16,42.5
1999-03-17,42.5
1999-03-18,42.5
1999-03-19,42.5
1999-03-22,42.5
1999-03-23,42.5
1999-03-24,42.5
1999-03-25,42.5
1999-03-26,42.5
1999-03-29,42.48
1999-03-30,42.5
1999-03-31,42.5
1999-04-01,42.5
1999-04-02,42.5
1999-04-05,42.5
1999-04-06,42.75
1999-04-07,42.75
1999-04-08,42.76
1999-04-09,42.78
1999-04-12,42.77
1999-04-13,42.9
1999-04-14,42.85
1999-04-15,42.9
1999-04-16,42.75
1999-04-19,42.95
1999-04-20,42.9
1999-04-21,42.9
1999-04-22,42.81
1999-04-23,42.85
1999-04-26,42.9
1999-04-27,42.91
1999-04-28,42.9
1999-04-29,42.86
1999-04-30,42.84
1999-05-03,42.85
1999-05-04,42.8
1999-05-05,42.8
1999-05-06,42.8
1999-05-07,42.8
1999-05-10,42.8
1999-05-11,42.8
1999-05-12,42.8
1999-05-13,42.8
1999-05-14,42.83
1999-05-17,42.76
1999-05-18,42.77
1999-05-19,42.8
1999-05-20,42.8
1999-05-21,42.8
1999-05-24,42.8
1999-05-25,42.8
1999-05-26,42.95
1999-05-27,43.45
1999-05-28,43.17
1999-06-01,43.0
1999-06-02,43.0
1999-06-03,43.0
1999-06-04,43.0
1999-06-07,43.05
1999-06-08,43.05
1999-06-09,43.07
1999-06-10,43.15
1999-06-11,43.06
1999-06-14,43.25
1999-06-15,43.45
1999-06-16,43.2
1999-06-17,43.2
1999-06-18,43.16
1999-06-21,43.17
1999-06-22,43.3
1999-06-23,43.27
1999-06-24,43.45
1999-06-25,43.45
1999-06-28,43.45
1999-06-29,43.5
1999-06-30,43.45
1999-07-01,43.35
1999-07-02,43.45
1999-07-06,43.4
1999-07-07,43.45
1999-07-08,43.5
1999-07-09,43.35
1999-07-12,43.3
1999-07-13,43.35
1999-07-14,43.35
1999-07-15,43.26
1999-07-16,43.35
1999-07-19,43.25
1999-07-20,43.26
1999-07-21,43.35
1999-07-22,43.35
1999-07-23,43.28
1999-07-26,43.28
1999-07-27,43.4
1999-07-28,43.33
1999-07-29,43.43
1999-07-30,43.45
1999-08-02,43.38
1999-08-03,43.38
1999-08-04,43.4
1999-08-05,43.45
1999-08-06,43.48
1999-08-09,43.35
1999-08-10,43.45
1999-08-11,43.47
1999-08-12,43.5
1999-08-13,43.52
1999-08-16,43.5
1999-08-17,43.54
1999-08-18,43.55
1999-08-19,43.59
1999-08-20,43.59
1999-08-23,43.53
1999-08-24,43.65
1999-08-25,43.55
1999-08-26,43.55
1999-08-27,43.53
1999-08-30,43.56
1999-08-31,43.55
1999-09-01,43.55
1999-09-02,43.6
1999-09-03,43.57
1999-09-07,43.58
1999-09-08,43.57
1999-09-09,43.58
1999-09-10,43.55
1999-09-13,43.58
1999-09-14,43.6
1999-09-15,43.6
1999-09-16,43.61
1999-09-17,43.61
1999-09-20,43.61
1999-09-21,43.63
1999-09-22,43.58
1999-09-23,43.59
1999-09-24,43.59
1999-09-27,43.59
1999-09-28,43.68
1999-09-29,43.7
1999-09-30,43.59
1999-10-01,43.73
1999-10-04,43.73
1999-10-05,43.73
1999-10-06,43.7
1999-10-07,43.65
1999-10-08,43.55
1999-10-12,43.55
1999-10-13,43.56
1999-10-14,43.55
1999-10-15,43.56
1999-10-18,43.52
1999-10-19,43.4
1999-10-20,43.5
1999-10-21,43.5
1999-10-22,43.5
1999-10-25,43.385
1999-10-26,43.4
1999-10-27,43.52
1999-10-28,43.51
1999-10-29,43.51
1999-11-01,43.51
1999-11-02,43.45
1999-11-03,43.46
1999-11-04,43.45
1999-11-05,43.45
1999-11-08,43.46
1999-11-09,43.46
1999-11-10,43.45
1999-11-12,43.45
1999-11-15,43.45
1999-11-16,43.47
1999-11-17,43.45
1999-11-18,43.45
1999-11-19,43.46
1999-11-22,43.45
1999-11-23,43.45
1999-11-24,43.45
1999-11-26,43.48
1999-11-29,43.43
1999-11-30,43.48
1999-12-01,43.45
1999-12-02,43.45
1999-12-03,43.45
1999-12-06,43.43
1999-12-07,43.5
1999-12-08,43.5
1999-12-09,43.5
1999-12-10,43.5
1999-12-13,43.57
1999-12-14,43.6
1999-12-15,43.54
1999-12-16,43.55
1999-12-17,43.55
1999-12-20,43.55
1999-12-21,43.55
1999-12-22,43.55
1999-12-23,43.55
1999-12-24,43.55
1999-12-27,43.55
1999-12-28,43.55
1999-12-29,43.55
1999-12-30,43.55
1999-12-31,43.51
