ticker,company,date,open,high,low,close,volume,daily_return,volatility_30d,moving_avg_30d,moving_avg_90d,trading_volume_avg,price_range,year,month,quarter
601336.SS,New York Life Insurance,2024-11-01,46.64,46.93,45.27,45.79,23521434,0.0,0.0,45.79,45.79,23521434.0,1.6599999999999966,2024,11,4
601336.SS,New York Life Insurance,2024-11-04,45.66,46.32,45.07,46.31,19652826,1.135619130814595,0.8030039882441732,46.05,46.05,21587130.0,1.25,2024,11,4
601336.SS,New York Life Insurance,2024-11-05,46.3,50.38,45.65,49.94,53087113,7.838479809976237,4.235952034390232,47.346666666666664,47.346666666666664,32087124.333333332,4.730000000000004,2024,11,4
601336.SS,New York Life Insurance,2024-11-06,50.0,50.82,48.02,49.24,49172425,-1.401682018422098,4.097183362217715,47.82,47.82,36358449.5,2.799999999999997,2024,11,4
601336.SS,New York Life Insurance,2024-11-07,48.29,54.16,48.17,54.16,61815688,9.991876523151898,5.070326040509804,49.088,49.088,41449897.2,5.989999999999995,2024,11,4
601336.SS,New York Life Insurance,2024-11-08,55.62,55.64,52.54,53.41,57242795,-1.3847858197932055,4.956247089775975,49.80833333333334,49.80833333333334,44082046.833333336,3.1000000000000014,2024,11,4
601336.SS,New York Life Insurance,2024-11-11,52.34,52.89,51.49,52.84,38247802,-1.067215877176546,4.742790636493359,50.24142857142857,50.24142857142857,43248583.28571428,1.3999999999999986,2024,11,4
601336.SS,New York Life Insurance,2024-11-12,53.2,53.85,50.08,50.39,38848272,-4.636638909916735,5.005301397419442,50.26,50.26,42698544.375,3.770000000000003,2024,11,4
601336.SS,New York Life Insurance,2024-11-13,50.34,50.8,49.4,50.27,22636881,-0.23814248858900067,4.710364096874808,50.26111111111111,50.26111111111111,40469470.666666664,1.3999999999999986,2024,11,4
601336.SS,New York Life Insurance,2024-11-14,50.43,52.24,50.05,50.17,28071942,-0.19892580067635054,4.461037157633419,50.251999999999995,50.251999999999995,39229717.8,2.190000000000005,2024,11,4
601336.SS,New York Life Insurance,2024-11-15,49.76,50.29,48.13,48.3,23280761,-3.7273270879011453,4.466059444770295,50.07454545454546,50.07454545454546,37779812.63636363,2.1599999999999966,2024,11,4
601336.SS,New York Life Insurance,2024-11-18,48.39,49.61,46.92,47.42,26025938,-1.8219461697722472,4.31401471683573,49.85333333333333,49.85333333333333,36800323.083333336,2.6899999999999977,2024,11,4
