Ticker,Company,Industry,AvgReturn,AvgVolatility,TradingDays
CI,Cigna,Health Care,0.9103835654400644,1.7376855214436848,21
ABBV,AbbVie,Pharmaceutical,0.7919011976392496,1.1698832228070213,21
CNC,Centene,Health Care,0.7884580042390597,2.001097321510315,21
CVS,CVS Health,Health Care,0.7324630579955521,1.5934636479332334,21
CVS,CVS Health,Health Care: Pharmacy and Other Services,0.7324630579955521,1.5934636479332334,21
CSCO,Cisco Systems,Network And Other Communications Equipment,0.7185547167346591,1.7015626260212489,21
ELV,Elevance Health,Health Care,0.6873322657886005,1.3619852463404338,21
MCK,McKesson,Wholesalers,0.6651474418384689,1.454549959727696,21
HCA,HCA Healthcare,Health Care: Medical Facilities,0.6620888009756094,1.4466255789711362,21
IBM,IBM,Information Technology Services,0.6435820729072604,1.0949456265994482,21
UNH,UnitedHealth Group,Health Care,0.627098740211555,1.2981246198926653,21
FDX,FedEx,"Mail, Package, And Freight Delivery",0.5801806190893763,1.7431632507415045,21
CAH,Cardinal Health,Wholesalers,0.5788960298079819,1.4317975384848458,21
PGR,Progressive,Insurance,0.5731196573802403,1.5344800494966053,21
PG,Procter & Gamble,Household And Personal Products,0.5697902962565422,0.9673951580410912,21
TILIX,TIAA,Insurance,0.5582831368914672,1.8549047169231234,21
ABT,Abbott Laboratories,,0.5523089404617038,1.2528171028409685,21
SYY,Sysco,Wholesalers,0.5300154043805032,2.0180630570366267,21
VLO,Valero Energy,Petroleum Refining,0.5143053164439542,2.509474345615932,21
JNJ,Johnson & Johnson,Pharmaceutical,0.4818582456736338,1.0303775270779927,21
