Ticker,Company,Industry,AvgReturn,AvgVolatility,TradingDays
F,Ford Motor,Motor Vehicles & Parts,0.48120637521857307,2.8182574737639654,42
MCK,McKesson,Wholesalers,0.44438721434701056,1.459696202051072,42
CNC,Centene,Health Care,0.4112184303147452,2.0748421322731745,42
ABBV,AbbVie,Pharmaceutical,0.4108256430675586,1.1826493853614444,42
CVS,CVS Health,Health Care: Pharmacy and Other Services,0.3686439593189529,1.5082135115350996,42
CVS,CVS Health,Health Care,0.3686439593189529,1.5082135115350996,42
TJX,TJX,Specialty Retailers,0.3637890651644695,1.7264628750937325,42
COST,Costco Wholesale,General Merchandisers,0.34135293854134424,1.340419671365193,42
KR,Kroger,Food & Drug Stores,0.3354863742632525,2.2928988280750455,42
CSCO,Cisco Systems,Network And Other Communications Equipment,0.3183186274199259,1.4587503558113462,42
PG,Procter & Gamble,Household And Personal Products,0.31323172258479254,0.8622758686542511,42
IBM,IBM,Information Technology Services,0.3058274828695825,1.5486936015742165,42
TILIX,TIAA,Insurance,0.29561369289599715,1.3370773806458427,42
HD,Home Depot,Specialty Retailers,0.2539013011957563,1.3822652669180007,42
ATT.L,AT&T,Telecommunications,0.24571625923826582,1.59911694980803,42
FDX,FedEx,"Mail, Package, And Freight Delivery",0.243905079861482,1.4803303607872553,42
PGR,Progressive,Insurance,0.24205521866679192,1.3533002194904147,42
UNH,UnitedHealth Group,Health Care,0.23227552306793986,1.3158890690122331,42
ABT,Abbott Laboratories,,0.22196920242692744,1.273834262575422,42
CAH,Cardinal Health,Wholesalers,0.21656594199261495,1.4596534059161232,42
