rank,company,industry,revenue,employees,ticker
1,Walmart,General Merchandisers,514405.0,2200000.0,WMT
2,Exxon Mobil,Petroleum Refining,290212.0,71000.0,XOM
3,Apple,"Computers, Office Equipment",265595.0,132000.0,APLE
6,UnitedHealth Group,Health Care: Insurance and Managed Care,226247.0,300000.0,UNH
7,McKesson,Wholesalers: Health Care,208357.0,68000.0,MCK
8,CVS Health,Health Care: Pharmacy and Other Services,194579.0,295000.0,CVS
9,AT&T,Telecommunications,170756.0,268220.0,ATT.L
11,Chevron,Petroleum Refining,166339.0,48600.0,CVX
12,Ford Motor,Motor Vehicles & Parts,160338.0,199000.0,F
13,General Motors,Motor Vehicles & Parts,147049.0,173000.0,GM
14,Costco Wholesale,General Merchandisers,141576.0,194000.0,COST
15,Alphabet,Internet Services and Retailing,136819.0,98771.0,GOOGL
16,Cardinal Health,Wholesalers: Health Care,136809.0,50200.0,CAH
18,JPMorgan Chase,Commercial Banks,131412.0,256105.0,JPM
19,Verizon Communications,Telecommunications,130863.0,144500.0,VZ
20,Kroger,Food & Drug Stores,121162.0,453000.0,KR
21,General Electric,Industrial Machinery,120268.0,283000.0,GE
22,Fannie Mae,Diversified Financials,120101.0,7400.0,FNMA
23,Phillips 66,Petroleum Refining,114217.0,14200.0,PSX
24,Valero Energy,Petroleum Refining,111407.0,10261.0,VLO
25,Bank of America,Commercial Banks,110584.0,204489.0,BAC
26,Microsoft,Computer Software,110360.0,131000.0,MSFT
27,Home Depot,Specialty Retailers: Other,108203.0,413000.0,HD
28,Boeing,Aerospace & Defense,101127.0,153000.0,BA
29,Wells Fargo,Commercial Banks,101060.0,258700.0,WFC
30,Citigroup,Commercial Banks,97120.0,204000.0,C
31,Marathon Petroleum,Petroleum Refining,97102.0,60350.0,MPC
32,Comcast,Telecommunications,94507.0,184000.0,CMCSA
34,Dell Technologies,"Computers, Office Equipment",90621.0,157000.0,DELL
35,DuPont de Nemours,Chemicals,85977.0,98000.0,DD
37,Johnson & Johnson,Pharmaceuticals,81581.0,135100.0,JNJ
38,IBM,Information Technology Services,79591.0,381100.0,IBM
39,Target,General Merchandisers,75356.0,360000.0,TGT
40,Freddie Mac,Diversified Financials,73598.0,6621.0,FMCC
41,United Parcel Service,"Mail, Package, and Freight Delivery",71861.0,364575.0,UPS
42,Lowe's,Specialty Retailers: Other,71309.0,245000.0,X1G.PA
43,Intel,Semiconductors and Other Electronic Components,70848.0,107400.0,INTC
44,MetLife,"Insurance: Life, Health (Stock)",67941.0,48000.0,MET
45,Procter & Gamble,Household and Personal Products,66832.0,92000.0,PG
47,FedEx,"Mail, Package, and Freight Delivery",65450.0,359000.0,FDX
48,PepsiCo,Food Consumer Products,64661.0,267000.0,PEP
49,Archer Daniels Midland,Food Production,64341.0,31600.0,ADM
50,Prudential Financial,"Insurance: Life, Health (Stock)",62992.0,50492.0,PRU
51,Centene,Health Care: Insurance and Managed Care,60116.0,47300.0,CNC
53,Walt Disney,Entertainment,59434.0,201000.0,DIS
54,Sysco,Wholesalers: Food and Grocery,58727.0,67000.0,SYY
55,HP,"Computers, Office Equipment",58472.0,55000.0,HP
56,Humana,Health Care: Insurance and Managed Care,56912.0,41600.0,HUM.ST
58,Caterpillar,Construction and Farm Machinery,54722.0,104000.0,CAT
59,Energy Transfer,Pipelines,54436.0,11768.0,ET
60,Lockheed Martin,Aerospace & Defense,53762.0,105000.0,LMT
61,Pfizer,Pharmaceuticals,53647.0,92400.0,PFIZER.NS
62,Goldman Sachs Group,Commercial Banks,52528.0,36600.0,GS
63,Morgan Stanley,Commercial Banks,50193.0,60348.0,MS
64,Cisco Systems,Network and Other Communications Equipment,49330.0,74200.0,CSCO
65,Cigna,Health Care: Insurance and Managed Care,48650.0,73800.0,CI
66,AIG,Insurance: Property and Casualty (Stock),47389.0,49600.0,AIG
67,HCA Healthcare,Health Care: Medical Facilities,46677.0,229000.0,HCA
68,American Airlines Group,Airlines,44541.0,128900.0,AAL
69,Delta Air Lines,Airlines,44438.0,88680.0,DAL
70,Charter Communications,Telecommunications,43634.0,98000.0,CHTR
71,New York Life Insurance,"Insurance: Life, Health (Mutual)",43425.0,11388.0,601336.SS
72,American Express,Diversified Financials,43281.0,59000.0,AXP
74,Best Buy,Specialty Retailers: Other,42879.0,125000.0,BBY
76,Merck,Pharmaceuticals,42294.0,69000.0,MRK
77,Honeywell International,"Electronics, Electrical Equipment",41802.0,114000.0,HON
78,United Continental Holdings,Airlines,41303.0,92000.0,UAL
79,TIAA,"Insurance: Life, Health (Mutual)",41052.0,17643.0,TILIX
80,Tyson Foods,Food Production,40052.0,121000.0,TSN
81,Oracle,Computer Software,39831.0,137000.0,ORCL
82,Allstate,Insurance: Property and Casualty (Stock),39815.0,45420.0,ALL
83,World Fuel Services,Energy,39750.0,5000.0,WFK.BE
85,TJX,Specialty Retailers: Apparel,38973.0,270000.0,TJX
86,ConocoPhillips,"Mining, Crude-Oil Production",38727.0,10800.0,COP
87,Deere,Construction and Farm Machinery,37358.0,74413.0,DE
88,Tech Data,Wholesalers: Electronics and Office Equipment,37239.0,14000.0,TECH.OL
89,Enterprise Products Partners,Pipelines,36534.0,7000.0,EPD
90,Nike,Apparel,36397.0,73100.0,NKE
92,General Dynamics,Aerospace & Defense,36193.0,105600.0,GD
93,Exelon,Utilities: Gas and Electric,35985.0,33383.0,EXC
94,Plains GP Holdings,Pipelines,34055.0,4900.0,PAGP
95,3M,Miscellaneous,32765.0,93516.0,MMM
96,AbbVie,Pharmaceuticals,32753.0,30000.0,ABBV
97,CHS,Food Production,32683.0,10495.0,CHS.V
98,Capital One Financial,Commercial Banks,32377.0,47600.0,COF
99,Progressive,Insurance: Property and Casualty (Stock),31979.0,37346.0,PGR
