rank,company,industry,revenue,employees,ticker
1,Walmart,General Merchandisers,572754.0,2300000.0,WMT
2,Amazon,Internet Services and Retailing,469822.0,1608000.0,AMZN
3,Apple,"Computers, Office Equipment",365817.0,154000.0,APLE
4,CVS Health,Health Care: Pharmacy and Other Services,292111.0,258000.0,CVS
5,UnitedHealth Group,Health Care: Insurance and Managed Care,287597.0,350000.0,UNH
6,Exxon Mobil,Petroleum Refining,285640.0,63000.0,XOM
8,Alphabet,Internet Services and Retailing,257637.0,156500.0,GOOGL
9,McKesson,Wholesalers: Health Care,238228.0,67500.0,MCK
11,Costco Wholesale,General Merchandisers,195929.0,288000.0,COST
12,Cigna,Health Care: Pharmacy and Other Services,174078.0,72963.0,CI
13,AT&T,Telecommunications,168864.0,202600.0,ATT.L
14,Microsoft,Computer Software,168088.0,181000.0,MSFT
15,Cardinal Health,Wholesalers: Health Care,162467.0,46827.0,CAH
16,Chevron,Petroleum Refining,162465.0,42595.0,CVX
17,Home Depot,Specialty Retailers: Other,151157.0,490600.0,HD
19,Marathon Petroleum,Petroleum Refining,141032.0,17700.0,MPC
20,Elevance Health,Health Care: Insurance and Managed Care,138639.0,98200.0,ELV
21,Kroger,Food & Drug Stores,137888.0,420000.0,KR
22,Ford Motor,Motor Vehicles & Parts,136341.0,183000.0,F
23,Verizon Communications,Telecommunications,133613.0,118400.0,VZ
24,JPMorgan Chase,Commercial Banks,127202.0,271025.0,JPM
25,General Motors,Motor Vehicles & Parts,127004.0,157000.0,GM
26,Centene,Health Care: Insurance and Managed Care,125982.0,72500.0,CNC
27,Meta Platforms,Internet Services and Retailing,117929.0,71970.0,META
28,Comcast,Telecommunications,116385.0,189000.0,CMCSA
29,Phillips 66,Petroleum Refining,114852.0,14000.0,PSX
30,Valero Energy,Petroleum Refining,108332.0,9804.0,VLO
31,Dell Technologies,"Computers, Office Equipment",106995.0,133000.0,DELL
32,Target,General Merchandisers,106005.0,450000.0,TGT
33,Fannie Mae,Diversified Financials,101543.0,7400.0,FNMA
34,UPS,"Mail, Package, and Freight Delivery",97287.0,400945.0,UPS
35,Lowe's,Specialty Retailers: Other,96250.0,270000.0,X1G.PA
36,Bank of America,Commercial Banks,93851.0,208248.0,BAC
37,Johnson & Johnson,Pharmaceuticals,93775.0,141700.0,JNJ
38,Archer Daniels Midland,Food Production,85249.0,39979.0,ADM
