rank,company,industry,revenue,profit,profit %,year,employees,ticker
1,"Wal-Mart Stores, Inc.",General Merchandisers,408214.0,,,2010,,WMT
2,Exxon Mobil Corporation,Petroleum Refining,284650.0,,,2010,,XOM
3,Chevron Corporation,Petroleum Refining,163527.0,,,2010,,CVX
4,General Electric Company,Diversified Financials,156779.0,,,2010,,GE
5,Bank of America Corporation,Commercial Banks,150450.0,,,2010,,BAC
6,ConocoPhillips,Petroleum Refining,139515.0,,,2010,,COP
7,AT&T Inc.,Telecommunications,123018.0,,,2010,,ATT.L
8,Ford Motor Company,Motor Vehicles & Parts,118308.0,,,2010,,F
9,J.P. Morgan Chase & Co.,Commercial Banks,115632.0,,,2010,,JPM
10,Hewlett-Packard Company,"Computers, Office Equipment",114552.0,,,2010,,
11,Berkshire Hathaway Inc.,Insurance: Property and Casualty (Stock),112493.0,,,2010,,BRK.A
12,"Citigroup, Inc.",Commercial Banks,108785.0,,,2010,,C
13,Verizon Communications Inc.,Telecommunications,107808.0,,,2010,,VZ
14,McKesson Corporation,Wholesalers: Health Care,106632.0,,,2010,,MCK
15,General Motors Corporation,Motor Vehicles & Parts,104589.0,,,2010,,GM
16,"American International Group,Inc.",Insurance: Property and Casualty (Stock),103189.0,,,2010,,AIG
17,"Cardinal Health, Inc.",Wholesalers: Health Care,99612.9,,,2010,,CAH
18,CVS Caremark Corporation,Food & Drug Stores,98729.0,,,2010,,CVS
19,Wells Fargo & Company,Commercial Banks,98636.0,,,2010,,WFC
20,International Business Machines Corporation,Information Technology Services,95758.0,,,2010,,IBM
21,UnitedHealth Group Incorporated,Health Care: Insurance and Managed Care,87138.0,,,2010,,UNH
22,The Procter & Gamble Company,Household and Personal Products,79697.0,,,2010,,TPG
23,The Kroger Company,Food & Drug Stores,76733.2,,,2010,,KR
24,AmerisourceBergen Corp.,Wholesalers: Health Care,71789.0,,,2010,,ABC.VI
25,Costco Wholesale Corporation,Specialty Retailers,71422.0,,,2010,,COST
26,Valero Energy Corporation,Petroleum Refining,70035.0,,,2010,,VLO
27,Archer-Daniels-Midland Company,Food Production,69207.0,,,2010,,
28,The Boeing Company,Aerospace & Defense,68281.0,,,2010,,BA
29,"The Home Depot, Inc.",Specialty Retailers,66176.0,,,2010,,THD
30,Target Corporation,General Merchandisers,65357.0,,,2010,,TGT
31,"WellPoint, Inc.",Health Care: Insurance and Managed Care,65028.1,,,2010,,
32,Walgreen Co.,Food & Drug Stores,63335.0,,,2010,,
33,Johnson & Johnson,Pharmaceuticals,61897.0,,,2010,,JNJ
34,State Farm Insurance Cos.,Insurance: Property and Casualty (Mutual),61479.6,,,2010,,
35,"Medco Health Solutions, Inc.",Health Care: Pharmacy and Other Services,59804.2,,,2010,,MED.PM
36,Microsoft Corporation,Computer Software,58437.0,,,2010,,MSFT
37,United Technologies Corporation,Aerospace & Defense,52920.0,,,2010,,
38,Dell Inc.,"Computers, Office Equipment",52902.0,,,2010,,DELL
39,"The Goldman Sachs Group, Inc.",Commercial Banks,51673.0,,,2010,,TGS
40,Pfizer Inc.,Pharmaceuticals,50009.0,,,2010,,PFIZER.NS
41,Marathon Oil Corporation,Petroleum Refining,49403.0,,,2010,,MRO
42,"Lowe's Companies, Inc.",Specialty Retailers,47220.0,,,2010,,LOW
43,"United Parcel Service, Inc.","Mail, Package, and Freight Delivery",45297.0,,,2010,,UPS
44,Lockheed Martin Corporation,Aerospace & Defense,45189.0,,,2010,,LMT
45,Best Buy Co. Inc.,Specialty Retailers,45015.0,,,2010,,BBY
46,The Dow Chemical Company,Chemicals,44945.0,,,2010,,TDC
47,Supervalu Inc.,Food & Drug Stores,44564.0,,,2010,,
48,Sears Holdings Corporation,General Merchandisers,44043.0,,,2010,,SRSCQ
49,International Assets Holding Corporation,Diversified Financials,43604.4,,,2010,,IHC.AD
