rank,company,industry,revenue,profit,profit %,year,employees,ticker
1,General Motors Corporation,Motor Vehicles & Parts,161315.0,,,1999,,GM
2,Ford Motor Company,Motor Vehicles & Parts,144416.0,,,1999,,F
3,"Wal-Mart Stores, Inc.",General Merchandisers,139208.0,,,1999,,WMT
4,Exxon Corporation,Petroleum Refining,100697.0,,,1999,,XOM
5,General Electric Company,"Electronics, Electrical Equipment",100469.0,,,1999,,GE
6,International Business Machines Corporation,"Computers, Office Equipment",81667.0,,,1999,,IBM
7,"Citigroup, Inc.",Diversified Financials,76431.0,,,1999,,C
8,Philip Morris Companies Inc.,Tobacco,57813.0,,,1999,,TABAK.PR
9,The Boeing Company,Aerospace & Defense,56154.0,,,1999,,BA
10,AT&T Corp.,Telecommunications,53588.0,,,1999,,ATT.L
11,BankAmerica Corporation,Commercial Banks,50777.0,,,1999,,
12,Mobil Corporation,Petroleum Refining,47678.0,,,1999,,MBLY
13,Hewlett-Packard Company,"Computers, Office Equipment",47061.0,,,1999,,
14,State Farm Insurance Companies,Insurance: Property and Casualty (Mutual),44620.9,,,1999,,
15,"Sears, Roebuck and Co.",General Merchandisers,41322.0,,,1999,,SSRAP
16,"E.I. du Pont de Nemours and Company, Inc.",Chemicals,39130.0,,,1999,,
17,The Procter & Gamble Company,"Soaps, Cosmetics",37154.0,,,1999,,TPG
18,Teachers Insurance and Annuity Association College Retiremen,"Insurance: Life, Health (Mutual)",35889.1,,,1999,,
19,"Merrill Lynch & Co., Inc.",Securities,35853.0,,,1999,,DE000SLA1M99.SG
20,Prudential Insurance Company of America,"Insurance: Life, Health (Stock)",34427.0,,,1999,,PRU
21,Kmart Corporation,General Merchandisers,33674.0,,,1999,,
22,"American International Group,Inc.",Insurance: Property and Casualty (Stock),33296.0,,,1999,,AIG
23,Chase Manhattan Corp,Commercial Banks,32379.0,,,1999,,
24,Texaco Inc.,Petroleum Refining,31707.0,,,1999,,TEXC.NS
25,Bell Atlantic Corporation,Telecommunications,31565.9,,,1999,,
26,Fannie Mae,Diversified Financials,31498.8,,,1999,,FNMA
27,Enron,Pipelines,31260.0,,,1999,,
28,Compaq Computer Corporation,"Computers, Office Equipment",31169.0,,,1999,,
29,Morgan Stanley Dean Witter & Co.,Securities,31131.0,,,1999,,MS
30,Dayton Hudson Corporation,General Merchandisers,30951.0,,,1999,,7228.T
31,"J.C. Penney Company, Inc.",General Merchandisers,30678.0,,,1999,,
32,"The Home Depot, Inc.",Specialty Retailers,30219.0,,,1999,,THD
33,Lucent Technologies,"Electronics, Electrical Equipment",30147.0,,,1999,,
34,"Motorola, Inc.","Electronics, Electrical Equipment",29398.0,,,1999,,MSI
35,"SBC Communications, Inc.",Telecommunications,28777.0,,,1999,,SBC
36,The Kroger Company,Food & Drug Stores,28203.3,,,1999,,KR
37,"Merck & Co., Inc.",Pharmaceuticals,26898.2,,,1999,,MRK
38,Chevron Corporation,Petroleum Refining,26801.0,,,1999,,CVX
39,Metropolitan Life Insurance Co.,"Insurance: Life, Health (Stock)",26735.0,,,1999,,MTLA.JK
40,Intel Corporation,Semiconductors,26273.0,,,1999,,INTC
41,Lockheed Martin Corporation,Aerospace & Defense,26266.0,,,1999,,LMT
42,The Allstate Corporation,Insurance: Property and Casualty (Stock),25879.0,,,1999,,ALL
43,United Technologies Corporation,Aerospace & Defense,25715.0,,,1999,,
44,Bank One Corporation,Commercial Banks,25595.0,,,1999,,BANK.NE
