rank,company,industry,revenue,profit,profit %,year,employees,ticker
1,Exxon Mobil Corporation,Petroleum Refining,339938.0,,,2006,,XOM
2,"Wal-Mart Stores, Inc.",General Merchandisers,315654.0,,,2006,,WMT
3,General Motors Corporation,Motor Vehicles & Parts,192604.0,,,2006,,GM
4,Chevron Corporation,Petroleum Refining,189481.0,,,2006,,CVX
5,Ford Motor Company,Motor Vehicles & Parts,177210.0,,,2006,,F
6,ConocoPhillips,Petroleum Refining,166683.0,,,2006,,COP
7,General Electric Company,Diversified Financials,157153.0,,,2006,,GE
8,"Citigroup, Inc.",Commercial Banks,131045.0,,,2006,,C
9,"American International Group,Inc.",Insurance: Property and Casualty (Stock),108905.0,,,2006,,AIG
10,International Business Machines Corporation,"Computers, Office Equipment",91134.0,,,2006,,IBM
11,Hewlett-Packard Company,"Computers, Office Equipment",86696.0,,,2006,,
12,Bank of America Corporation,Commercial Banks,83980.0,,,2006,,BAC
13,Berkshire Hathaway Inc.,Insurance: Property and Casualty (Stock),81663.0,,,2006,,BRK.A
14,"The Home Depot, Inc.",Specialty Retailers,81511.0,,,2006,,THD
15,Valero Energy Corporation,Petroleum Refining,81362.0,,,2006,,VLO
16,McKesson Corporation,Wholesalers: Health Care,80514.6,,,2006,,MCK
17,J.P. Morgan Chase & Co.,Commercial Banks,79902.0,,,2006,,JPM
18,Verizon Communications Inc.,Telecommunications,75111.9,,,2006,,VZ
19,"Cardinal Health, Inc.",Wholesalers: Health Care,74915.1,,,2006,,CAH
20,"Altria Group, Inc.",Tobacco,69148.0,,,2006,,MO
21,The Kroger Company,Food & Drug Stores,60552.9,,,2006,,KR
22,State Farm Insurance Cos.,Insurance: Property and Casualty (Mutual),59223.9,,,2006,,
23,Marathon Oil Corporation,Petroleum Refining,58958.0,,,2006,,MRO
24,The Procter & Gamble Company,Household and Personal Products,56741.0,,,2006,,TPG
25,Dell Inc.,"Computers, Office Equipment",55908.0,,,2006,,DELL
26,The Boeing Company,Aerospace & Defense,54848.0,,,2006,,BA
27,AmerisourceBergen Corp.,Wholesalers: Health Care,54589.6,,,2006,,ABC.VI
28,Costco Wholesale Corporation,Specialty Retailers,52935.2,,,2006,,COST
29,Target Corporation,General Merchandisers,52620.0,,,2006,,TGT
30,Morgan Stanley,Securities,52498.0,,,2006,,MS
31,Pfizer Inc.,Pharmaceuticals,51353.0,,,2006,,PFIZER.NS
32,Johnson & Johnson,Pharmaceuticals,50514.0,,,2006,,JNJ
33,Sears Holdings Corporation,General Merchandisers,49124.0,,,2006,,SRSCQ
34,"Merrill Lynch & Company, Inc.",Securities,47783.0,,,2006,,DE000SLA1M99.SG
35,"MetLife, Inc.","Insurance: Life, Health (Stock)",46983.0,,,2006,,MET
36,The Dow Chemical Company,Chemicals,46307.0,,,2006,,TDC
37,UnitedHealth Group Incorporated,Health Care: Insurance and Managed Care,45365.0,,,2006,,UNH
38,"WellPoint, Inc.",Health Care: Insurance and Managed Care,45136.0,,,2006,,
39,AT&T Inc.,Telecommunications,43862.0,,,2006,,ATT.L
40,Time Warner Inc.,Entertainment,43652.0,,,2006,,T
41,"The Goldman Sachs Group, Inc.",Securities,43391.0,,,2006,,TGS
42,"Lowe's Companies, Inc.",Specialty Retailers,43243.0,,,2006,,LOW
43,United Technologies Corporation,Aerospace & Defense,42725.0,,,2006,,
44,"United Parcel Service, Inc.","Mail, Package, and Freight Delivery",42581.0,,,2006,,UPS
45,Walgreen Co.,Food & Drug Stores,42201.6,,,2006,,
46,Wells Fargo & Company,Commercial Banks,40407.0,,,2006,,WFC
47,"Albertson's, Inc.",Food & Drug Stores,40397.0,,,2006,,ACI
48,Microsoft Corporation,Computer Software,39788.0,,,2006,,MSFT
49,Intel Corporation,Semiconductors and Other Electronic Components,38826.0,,,2006,,INTC
50,Safeway Inc.,Food & Drug Stores,38416.0,,,2006,,301559.SZ
51,"Medco Health Solutions, Inc.",Health Care: Pharmacy and Other Services,37870.9,,,2006,,MED.PM
52,Lockheed Martin Corporation,Aerospace & Defense,37213.0,,,2006,,LMT
53,CVS Corporation,Food & Drug Stores,37006.2,,,2006,,CVS
54,"Motorola, Inc.",Network and Other Communications Equipment,36843.0,,,2006,,MSI
55,"Caterpillar, Inc.",Industrial and Farm Equipment,36339.0,,,2006,,CAT
56,Archer-Daniels-Midland Company,Food Production,35943.8,,,2006,,
57,Wachovia Corporation,Commercial Banks,35908.0,,,2006,,
58,The Allstate Corporation,Insurance: Property and Casualty (Stock),35383.0,,,2006,,ALL
59,Sprint Nextel Corporation,Telecommunications,34680.0,,,2006,,SIX.AX
60,"Caremark Rx, Inc.",Health Care: Pharmacy and Other Services,32991.3,,,2006,,
61,"PepsiCo, Inc.",Food Consumer Products,32562.0,,,2006,,PEP
62,"Lehman Brothers Holdings, Inc.",Securities,32420.0,,,2006,,LEHNQ
63,The Walt Disney Company,Entertainment,31944.0,,,2006,,DIS
64,"Prudential Financial, Inc.","Insurance: Life, Health (Stock)",31708.0,,,2006,,PRU
65,"Plains All American Pipeline, L.P.",Pipelines,31177.3,,,2006,,PAA
66,"Sunoco, Inc.",Petroleum Refining,31176.0,,,2006,,SUN
67,Northrop Grumman Corporation,Aerospace & Defense,30721.0,,,2006,,NOC
68,Sysco Corporation,Wholesalers: Food and Grocery,30281.9,,,2006,,SYY
69,American Express Company,Diversified Financials,30080.0,,,2006,,AXP
70,FedEx Corporation,"Mail, Package, and Freight Delivery",29363.0,,,2006,,FDX
71,Honeywell International Inc.,Aerospace & Defense,28862.0,,,2006,,HON
72,Ingram Micro Inc.,Wholesalers: Electronics and Office Equipment,28808.3,,,2006,,INGM
