rank,company,industry,revenue,profit,profit %,year,employees,ticker
1,"Wal-Mart Stores, Inc.",General Merchandisers,469162.0,16999.0,,2013,,WMT
2,Exxon Mobil Corporation,Petroleum Refining,449886.0,44880.0,,2013,,XOM
3,Chevron Corporation,Petroleum Refining,233899.0,26179.0,,2013,,CVX
4,Phillips 66,Petroleum Refining,169551.0,4124.0,,2013,,PSX
5,Berkshire Hathaway Inc.,Insurance: Property and Casualty (Stock),162463.0,14824.0,,2013,,BRK.A
6,"Apple, Inc.","Computers, Office Equipment",156508.0,41733.0,,2013,,APLE
7,General Motors Company,Motor Vehicles & Parts,152256.0,6188.0,,2013,,GM
8,General Electric Company,Diversified Financials,146874.0,13641.0,,2013,,GE
9,Valero Energy Corporation,Petroleum Refining,138286.0,2083.0,,2013,,VLO
10,Ford Motor Company,Motor Vehicles & Parts,134252.0,5665.0,,2013,,F
11,AT&T Inc.,Telecommunications,127434.0,7264.0,,2013,,ATT.L
12,Fannie Mae,Diversified Financials,127230.0,17220.0,,2013,,FNMA
13,CVS Caremark Corporation,Food & Drug Stores,123133.0,3876.9,,2013,,CVS
14,McKesson Corporation,Wholesalers: Health Care,122734.0,1403.0,,2013,,MCK
15,Hewlett-Packard Company,"Computers, Office Equipment",120357.0,-12650.0,,2013,,
16,Verizon Communications Inc.,Telecommunications,115846.0,875.0,,2013,,VZ
17,UnitedHealth Group Incorporated,Health Care: Insurance and Managed Care,110618.0,5526.0,,2013,,UNH
18,J.P. Morgan Chase & Co.,Commercial Banks,108184.0,21284.0,,2013,,JPM
19,"Cardinal Health, Inc.",Wholesalers: Health Care,107552.0,1069.0,,2013,,CAH
20,International Business Machines Corporation,Information Technology Services,104507.0,16604.0,,2013,,IBM
21,Bank of America Corporation,Commercial Banks,100078.0,4188.0,,2013,,BAC
22,Costco Wholesale Corporation,Specialty Retailers: Other,99137.0,1709.0,,2013,,COST
23,The Kroger Company,Food & Drug Stores,96751.3,1496.5,,2013,,KR
24,Express Scripts Holding Company,Health Care: Pharmacy and Other Services,94416.7,1312.9,,2013,,ESH.BE
25,Wells Fargo & Company,Commercial Banks,91247.0,18897.0,,2013,,WFC
26,Citigroup Inc.,Commercial Banks,90769.0,7541.0,,2013,,C
27,Archer-Daniels-Midland Company,Food Production,89038.0,1223.0,,2013,,
28,The Procter & Gamble Company,Household and Personal Products,85120.0,10756.0,,2013,,TPG
29,"Prudential Financial, Inc.","Insurance: Life, Health (Stock)",84838.0,469.0,,2013,,PRU
30,The Boeing Company,Aerospace & Defense,81698.0,3900.0,,2013,,BA
31,Freddie Mac,Diversified Financials,80635.0,10982.0,,2013,,FMCC
32,AmerisourceBergen Corp.,Wholesalers: Health Care,79720.5,719.0,,2013,,ABC.VI
33,Marathon Petroleum Corporation,Petroleum Refining,76783.0,3389.0,,2013,,MPC
34,"The Home Depot, Inc.",Specialty Retailers: Other,74754.0,4535.0,,2013,,THD
