rank,company,industry,revenue,profit,profit %,year,employees,ticker
1,Wal-Mart Stores,General Merchandisers,476294.0,16022.0,,2014,,WMT
2,Exxon Mobil,Petroleum Refining,407666.0,32580.0,,2014,,XOM
3,Chevron,Petroleum Refining,220356.0,21423.0,,2014,,CVX
4,Berkshire Hathaway,Insurance: Property and Casualty (Stock),182150.0,19476.0,,2014,,BRK.A
5,Apple,"Computers, Office Equipment",170910.0,37037.0,,2014,,APLE
6,Phillips 66,Petroleum Refining,161175.0,3726.0,,2014,,PSX
7,General Motors,Motor Vehicles & Parts,155427.0,5346.0,,2014,,GM
8,Ford Motor,Motor Vehicles & Parts,146917.0,7155.0,,2014,,F
9,General Electric,Diversified Financials,146231.0,13057.0,,2014,,GE
10,Valero Energy,Petroleum Refining,137758.0,2720.0,,2014,,VLO
11,AT&T,Telecommunications,128752.0,18249.0,,2014,,ATT.L
12,CVS Caremark,Food & Drug Stores,126761.0,4592.0,,2014,,CVS
13,Fannie Mae,Diversified Financials,125696.0,83963.0,,2014,,FNMA
14,UnitedHealth Group,Health Care: Insurance and Managed Care,122489.0,5625.0,,2014,,UNH
15,McKesson,Wholesalers: Health Care,122455.0,1338.0,,2014,,MCK
16,Verizon Communications,Telecommunications,120550.0,11497.0,,2014,,VZ
17,Hewlett-Packard,"Computers, Office Equipment",112298.0,5113.0,,2014,,
18,J.P. Morgan Chase & Co.,Commercial Banks,106283.0,17923.0,,2014,,JPM
19,Costco Wholesale,Specialty Retailers: Other,105156.0,2039.0,,2014,,COST
20,Express Scripts Holding,Health Care: Pharmacy and Other Services,104620.0,1845.0,,2014,,ESH.BE
21,Bank of America,Commercial Banks,101697.0,11431.0,,2014,,BAC
22,Cardinal Health,Wholesalers: Health Care,101093.0,334.0,,2014,,CAH
23,International Business Machines,Information Technology Services,99751.0,16483.0,,2014,,IBM
24,Kroger,Food & Drug Stores,98375.0,1519.0,,2014,,KR
25,Marathon Petroleum,Petroleum Refining,93991.0,2112.0,,2014,,MPC
26,Citigroup,Commercial Banks,93629.0,13673.0,,2014,,C
27,Archer Daniels Midland,Food Production,89804.0,1342.0,,2014,,ADM
28,AmerisourceBergen,Wholesalers: Health Care,89140.0,434.0,,2014,,ABC.VI
29,Wells Fargo,Commercial Banks,88069.0,21878.0,,2014,,WFC
30,Boeing,Aerospace & Defense,86623.0,4585.0,,2014,,BA
31,Procter & Gamble,Household and Personal Products,84167.0,11312.0,,2014,,PG
32,Freddie Mac,Diversified Financials,81221.0,48668.0,,2014,,FMCC
33,Home Depot,Specialty Retailers: Other,78812.0,5385.0,,2014,,HD
34,Microsoft,Computer Software,77849.0,21863.0,,2014,,MSFT
35,Amazon.com,Internet Services and Retailing,74452.0,274.0,,2014,,
36,Target,General Merchandisers,72596.0,1971.0,,2014,,TGT
37,Walgreen Co.,Food & Drug Stores,72217.0,2450.0,,2014,,
38,WellPoint,Health Care: Insurance and Managed Care,71458.0,2490.0,,2014,,
39,Johnson & Johnson,Pharmaceuticals,71312.0,13831.0,,2014,,JNJ
40,American International Group,Insurance: Property and Casualty (Stock),68678.0,9085.0,,2014,,AIG
41,State Farm Insurance Cos.,Insurance: Property and Casualty (Mutual),68291.0,5189.0,,2014,,
42,MetLife,"Insurance: Life, Health (Stock)",68202.0,3368.0,,2014,,MET
43,PepsiCo,Food Consumer Products,66415.0,6740.0,,2014,,PEP
44,Comcast,Telecommunications,64657.0,6816.0,,2014,,CMCSA
45,United Technologies,Aerospace & Defense,62935.0,5721.0,,2014,,
46,Google,Internet Services and Retailing,60629.0,12920.0,,2014,,^VXGOG
47,ConocoPhillips,"Mining, Crude-Oil Production",59433.0,9156.0,,2014,,COP
48,Dow Chemical,Chemicals,57080.0,4787.0,,2014,,Dow
49,Caterpillar,Construction and Farm Machinery,55656.0,3789.0,,2014,,CAT
