rank,company,industry,revenue,profit,profit %,year,employees,ticker
1,"Wal-Mart Stores, Inc.",General Merchandisers,378799.0,,,2008,,WMT
2,Exxon Mobil Corporation,Petroleum Refining,372824.0,,,2008,,XOM
3,Chevron Corporation,Petroleum Refining,210783.0,,,2008,,CVX
4,General Motors Corporation,Motor Vehicles & Parts,182347.0,,,2008,,GM
5,ConocoPhillips,Petroleum Refining,178558.0,,,2008,,COP
6,General Electric Company,Diversified Financials,176656.0,,,2008,,GE
7,Ford Motor Company,Motor Vehicles & Parts,172468.0,,,2008,,F
8,"Citigroup, Inc.",Commercial Banks,159229.0,,,2008,,C
9,Bank of America Corporation,Commercial Banks,119190.0,,,2008,,BAC
10,AT&T Inc.,Telecommunications,118928.0,,,2008,,ATT.L
11,Berkshire Hathaway Inc.,Insurance: Property and Casualty (Stock),118245.0,,,2008,,BRK.A
12,J.P. Morgan Chase & Co.,Commercial Banks,116353.0,,,2008,,JPM
13,"American International Group,Inc.",Insurance: Property and Casualty (Stock),110064.0,,,2008,,AIG
14,Hewlett-Packard Company,"Computers, Office Equipment",104286.0,,,2008,,
15,International Business Machines Corporation,Information Technology Services,98786.0,,,2008,,IBM
16,Valero Energy Corporation,Petroleum Refining,96758.0,,,2008,,VLO
17,Verizon Communications Inc.,Telecommunications,93775.0,,,2008,,VZ
18,McKesson Corporation,Wholesalers: Health Care,93574.0,,,2008,,MCK
19,"Cardinal Health, Inc.",Wholesalers: Health Care,88363.9,,,2008,,CAH
20,"The Goldman Sachs Group, Inc.",Securities,87968.0,,,2008,,TGS
21,Morgan Stanley,Securities,87879.0,,,2008,,MS
22,"The Home Depot, Inc.",Specialty Retailers,84740.0,,,2008,,THD
23,The Procter & Gamble Company,Household and Personal Products,76476.0,,,2008,,TPG
24,CVS Caremark Corporation,Food & Drug Stores,76329.5,,,2008,,CVS
25,UnitedHealth Group Incorporated,Health Care: Insurance and Managed Care,75431.0,,,2008,,UNH
26,The Kroger Company,Food & Drug Stores,70234.7,,,2008,,KR
27,The Boeing Company,Aerospace & Defense,66387.0,,,2008,,BA
28,AmerisourceBergen Corp.,Wholesalers: Health Care,66074.3,,,2008,,ABC.VI
