rank,company,industry,revenue,profit,profit %,year,employees,ticker
1,Exxon Mobil Corporation,Petroleum Refining,210392.0,,,2001,,XOM
2,"Wal-Mart Stores, Inc.",General Merchandisers,193295.0,,,2001,,WMT
3,General Motors Corporation,Motor Vehicles & Parts,184632.0,,,2001,,GM
4,Ford Motor Company,Motor Vehicles & Parts,180598.0,,,2001,,F
5,General Electric Company,Diversified Financials,129853.0,,,2001,,GE
6,"Citigroup, Inc.",Diversified Financials,111826.0,,,2001,,C
7,Enron,Pipelines,100789.0,,,2001,,
8,International Business Machines Corporation,"Computers, Office Equipment",88396.0,,,2001,,IBM
9,AT&T Corp.,Telecommunications,65981.0,,,2001,,ATT.L
10,Verizon Communications Inc.,Telecommunications,64707.0,,,2001,,VZ
11,Philip Morris Companies Inc.,Tobacco,63276.0,,,2001,,TABAK.PR
12,J.P. Morgan Chase & Co.,Commercial Banks,60065.0,,,2001,,JPM
13,Bank of America Corporation,Commercial Banks,57747.0,,,2001,,BAC
14,SBC Communications Inc.,Telecommunications,51476.0,,,2001,,SBC
15,The Boeing Company,Aerospace & Defense,51321.0,,,2001,,BA
16,Texaco Inc.,Petroleum Refining,51130.0,,,2001,,TEXC.NS
17,Duke Energy Corporation,Energy,49318.0,,,2001,,DUK
18,The Kroger Company,Food & Drug Stores,49000.4,,,2001,,KR
19,Hewlett-Packard Company,"Computers, Office Equipment",48782.0,,,2001,,
20,Chevron Corporation,Petroleum Refining,48069.0,,,2001,,CVX
21,State Farm Insurance Cos.,Insurance: Property and Casualty (Mutual),47863.1,,,2001,,
22,"American International Group,Inc.",Insurance: Property and Casualty (Stock),45972.0,,,2001,,AIG
23,"The Home Depot, Inc.",Specialty Retailers,45738.0,,,2001,,THD
24,Morgan Stanley Dean Witter & Co.,Securities,45413.0,,,2001,,MS
25,"Merrill Lynch & Co., Inc.",Securities,44872.0,,,2001,,DE000SLA1M99.SG
26,Fannie Mae,Diversified Financials,44088.9,,,2001,,FNMA
27,Compaq Computer Corporation,"Computers, Office Equipment",42383.0,,,2001,,
28,Lucent Technologies Inc.,Network and Other Communications Equipment,41420.0,,,2001,,
