rank,company,industry,revenue,profit,profit %,year,employees,ticker
1,Walmart,General Merchandisers,514405.0,6670.0,,2019,2200000.0,WMT
2,Exxon Mobil,Petroleum Refining,290212.0,20840.0,,2019,71000.0,XOM
3,Apple,"Computers, Office Equipment",265595.0,59531.0,,2019,132000.0,APLE
4,Berkshire Hathaway,Insurance: Property and Casualty (Stock),247837.0,4021.0,,2019,389000.0,BRK.A
5,Amazon.com,Internet Services and Retailing,232887.0,10073.0,,2019,647500.0,
6,UnitedHealth Group,Health Care: Insurance and Managed Care,226247.0,11986.0,,2019,300000.0,UNH
7,McKesson,Wholesalers: Health Care,208357.0,67.0,,2019,68000.0,MCK
8,CVS Health,Health Care: Pharmacy and Other Services,194579.0,594.0,,2019,295000.0,CVS
9,AT&T,Telecommunications,170756.0,19370.0,,2019,268220.0,ATT.L
10,AmerisourceBergen,Wholesalers: Health Care,167940.0,1658.0,,2019,20500.0,ABC.VI
11,Chevron,Petroleum Refining,166339.0,14824.0,,2019,48600.0,CVX
12,Ford Motor,Motor Vehicles & Parts,160338.0,3677.0,,2019,199000.0,F
13,General Motors,Motor Vehicles & Parts,147049.0,8014.0,,2019,173000.0,GM
14,Costco Wholesale,General Merchandisers,141576.0,3134.0,,2019,194000.0,COST
15,Alphabet,Internet Services and Retailing,136819.0,30736.0,,2019,98771.0,GOOGL
16,Cardinal Health,Wholesalers: Health Care,136809.0,256.0,,2019,50200.0,CAH
17,Walgreens Boots Alliance,Food & Drug Stores,131537.0,5024.0,,2019,299000.0,WBA
18,JPMorgan Chase,Commercial Banks,131412.0,32474.0,,2019,256105.0,JPM
19,Verizon Communications,Telecommunications,130863.0,15528.0,,2019,144500.0,VZ
20,Kroger,Food & Drug Stores,121162.0,3110.0,,2019,453000.0,KR
21,General Electric,Industrial Machinery,120268.0,22355.0,,2019,283000.0,GE
22,Fannie Mae,Diversified Financials,120101.0,15959.0,,2019,7400.0,FNMA
23,Phillips 66,Petroleum Refining,114217.0,5595.0,,2019,14200.0,PSX
24,Valero Energy,Petroleum Refining,111407.0,3122.0,,2019,10261.0,VLO
25,Bank of America,Commercial Banks,110584.0,28147.0,,2019,204489.0,BAC
26,Microsoft,Computer Software,110360.0,16571.0,,2019,131000.0,MSFT
27,Home Depot,Specialty Retailers: Other,108203.0,11121.0,,2019,413000.0,HD
28,Boeing,Aerospace & Defense,101127.0,10460.0,,2019,153000.0,BA
29,Wells Fargo,Commercial Banks,101060.0,22393.0,,2019,258700.0,WFC
30,Citigroup,Commercial Banks,97120.0,18045.0,,2019,204000.0,C
31,Marathon Petroleum,Petroleum Refining,97102.0,2780.0,,2019,60350.0,MPC
32,Comcast,Telecommunications,94507.0,11731.0,,2019,184000.0,CMCSA
33,Anthem,Health Care: Insurance and Managed Care,92105.0,3750.0,,2019,63900.0,ANTHEM.NS
34,Dell Technologies,"Computers, Office Equipment",90621.0,2310.0,,2019,157000.0,DELL
35,DuPont de Nemours,Chemicals,85977.0,3844.0,,2019,98000.0,DD
36,State Farm Insurance,Insurance: Property and Casualty (Mutual),81732.0,8788.0,,2019,56788.0,
37,Johnson & Johnson,Pharmaceuticals,81581.0,15297.0,,2019,135100.0,JNJ
38,IBM,Information Technology Services,79591.0,8728.0,,2019,381100.0,IBM
39,Target,General Merchandisers,75356.0,2937.0,,2019,360000.0,TGT
40,Freddie Mac,Diversified Financials,73598.0,9235.0,,2019,6621.0,FMCC
41,United Parcel Service,"Mail, Package, and Freight Delivery",71861.0,4791.0,,2019,364575.0,UPS
42,Lowe's,Specialty Retailers: Other,71309.0,2314.0,,2019,245000.0,X1G.PA
43,Intel,Semiconductors and Other Electronic Components,70848.0,21053.0,,2019,107400.0,INTC
44,MetLife,"Insurance: Life, Health (Stock)",67941.0,5123.0,,2019,48000.0,MET
45,Procter & Gamble,Household and Personal Products,66832.0,9750.0,,2019,92000.0,PG
46,United Technologies,Aerospace & Defense,66501.0,5269.0,,2019,240200.0,
47,FedEx,"Mail, Package, and Freight Delivery",65450.0,4572.0,,2019,359000.0,FDX
48,PepsiCo,Food Consumer Products,64661.0,12515.0,,2019,267000.0,PEP
49,Archer Daniels Midland,Food Production,64341.0,1810.0,,2019,31600.0,ADM
50,Prudential Financial,"Insurance: Life, Health (Stock)",62992.0,4074.0,,2019,50492.0,PRU
51,Centene,Health Care: Insurance and Managed Care,60116.0,900.0,,2019,47300.0,CNC
52,Albertsons,Food & Drug Stores,59925.0,46.0,,2019,275000.0,ACI
53,Walt Disney,Entertainment,59434.0,12598.0,,2019,201000.0,DIS
54,Sysco,Wholesalers: Food and Grocery,58727.0,1431.0,,2019,67000.0,SYY
55,HP,"Computers, Office Equipment",58472.0,5327.0,,2019,55000.0,HP
56,Humana,Health Care: Insurance and Managed Care,56912.0,1683.0,,2019,41600.0,HUM.ST
57,Facebook,Internet Services and Retailing,55838.0,22112.0,,2019,35587.0,3LFB.MI
58,Caterpillar,Construction and Farm Machinery,54722.0,6147.0,,2019,104000.0,CAT
59,Energy Transfer,Pipelines,54436.0,1694.0,,2019,11768.0,ET
60,Lockheed Martin,Aerospace & Defense,53762.0,5046.0,,2019,105000.0,LMT
61,Pfizer,Pharmaceuticals,53647.0,11153.0,,2019,92400.0,PFIZER.NS
62,Goldman Sachs Group,Commercial Banks,52528.0,10459.0,,2019,36600.0,GS
63,Morgan Stanley,Commercial Banks,50193.0,8748.0,,2019,60348.0,MS
64,Cisco Systems,Network and Other Communications Equipment,49330.0,110.0,,2019,74200.0,CSCO
65,Cigna,Health Care: Insurance and Managed Care,48650.0,2637.0,,2019,73800.0,CI
66,AIG,Insurance: Property and Casualty (Stock),47389.0,6.0,,2019,49600.0,AIG
67,HCA Healthcare,Health Care: Medical Facilities,46677.0,3787.0,,2019,229000.0,HCA
68,American Airlines Group,Airlines,44541.0,1412.0,,2019,128900.0,AAL
69,Delta Air Lines,Airlines,44438.0,3935.0,,2019,88680.0,DAL
70,Charter Communications,Telecommunications,43634.0,1230.0,,2019,98000.0,CHTR
71,New York Life Insurance,"Insurance: Life, Health (Mutual)",43425.0,880.0,,2019,11388.0,601336.SS
72,American Express,Diversified Financials,43281.0,6921.0,,2019,59000.0,AXP
73,Nationwide,Insurance: Property and Casualty (Mutual),43270.0,513.0,,2019,30472.0,NATWIDE.KL
74,Best Buy,Specialty Retailers: Other,42879.0,1464.0,,2019,125000.0,BBY
75,Liberty Mutual Insurance Group,Insurance: Property and Casualty (Stock),42685.0,2160.0,,2019,50000.0,LFG.AX
