rank,company,industry,revenue,profit,profit %,year,employees,ticker
1,"Wal-Mart Stores, Inc.",General Merchandisers,219812.0,,,2002,,WMT
2,Exxon Mobil Corporation,Petroleum Refining,191581.0,,,2002,,XOM
3,General Motors Corporation,Motor Vehicles & Parts,177260.0,,,2002,,GM
4,Ford Motor Company,Motor Vehicles & Parts,162412.0,,,2002,,F
5,Enron,Energy,138718.0,,,2002,,
6,General Electric Company,Diversified Financials,125913.0,,,2002,,GE
7,"Citigroup, Inc.",Diversified Financials,112022.0,,,2002,,C
8,ChevronTexaco Corporation,Petroleum Refining,99699.0,,,2002,,
9,International Business Machines Corporation,"Computers, Office Equipment",85866.0,,,2002,,IBM
10,Philip Morris Companies Inc.,Tobacco,72944.0,,,2002,,TABAK.PR
11,Verizon Communications Inc.,Telecommunications,67190.0,,,2002,,VZ
12,"American International Group,Inc.",Insurance: Property and Casualty (Stock),62402.0,,,2002,,AIG
13,"American Electric Power Company, Inc.",Energy,61257.0,,,2002,,AEP
14,Duke Energy Corporation,Energy,59503.0,,,2002,,DUK
15,AT&T Corp.,Telecommunications,59142.0,,,2002,,ATT.L
16,The Boeing Company,Aerospace & Defense,58198.0,,,2002,,BA
17,El Paso Corporation,Energy,57475.0,,,2002,,EL.PA
18,"The Home Depot, Inc.",Specialty Retailers,53553.0,,,2002,,THD
19,Bank of America Corporation,Commercial Banks,52641.0,,,2002,,BAC
20,Fannie Mae,Diversified Financials,50803.0,,,2002,,FNMA
21,J.P. Morgan Chase & Co.,Commercial Banks,50429.0,,,2002,,JPM
22,The Kroger Company,Food & Drug Stores,50098.0,,,2002,,KR
23,"Cardinal Health, Inc.",Wholesalers: Health Care,47947.6,,,2002,,CAH
24,"Merck & Co., Inc.",Pharmaceuticals,47715.7,,,2002,,MRK
25,State Farm Insurance Cos.,Insurance: Property and Casualty (Mutual),46705.2,,,2002,,
26,"Reliant Energy, Incorporated",Energy,46225.8,,,2002,,RELIANCE.NS
27,SBC Communications Inc.,Telecommunications,45908.0,,,2002,,SBC
28,Hewlett-Packard Company,"Computers, Office Equipment",45226.0,,,2002,,
29,Morgan Stanley Dean Witter & Co.,Securities,43727.0,,,2002,,MS
31,McKesson Corporation,Wholesalers: Health Care,42010.0,,,2002,,MCK
32,Sears Roebuck and Company,General Merchandisers,41078.0,,,2002,,SSRAP
33,"Aquila, Inc.",Energy,40376.8,,,2002,,ALAQU.PA
34,Target Corporation,General Merchandisers,39888.0,,,2002,,TGT
35,The Procter & Gamble Company,Household and Personal Products,39244.0,,,2002,,TPG
36,"Merrill Lynch & Co., Inc.",Securities,38793.0,,,2002,,DE000SLA1M99.SG
37,AOL Time Warner,Entertainment,38234.0,,,2002,,
38,Dynegy Inc.,Food & Drug Stores,37931.0,,,2002,,
39,Berkshire Hathaway Inc.,Insurance: Property and Casualty (Stock),37668.0,,,2002,,BRK.A
40,Kmart Corporation,General Merchandisers,36910.0,,,2002,,
41,Freddie Mac,Diversified Financials,35523.0,,,2002,,FMCC
42,"WorldCom, Inc.",Telecommunications,35179.0,,,2002,,3499.TWO
43,Marathon Oil Corporation,Petroleum Refining,35041.0,,,2002,,MRO
44,Costco Wholesale Corporation,Specialty Retailers,34797.0,,,2002,,COST
45,Safeway Inc.,Food & Drug Stores,34301.0,,,2002,,301559.SZ
46,Compaq Computer Corporation,"Computers, Office Equipment",33554.0,,,2002,,
47,Johnson & Johnson,Pharmaceuticals,33004.0,,,2002,,JNJ
48,Conoco Inc.,Petroleum Refining,32795.0,,,2002,,COP
49,Pfizer Inc.,Pharmaceuticals,32259.0,,,2002,,PFIZER.NS
50,"J.C. Penney Company, Inc.",General Merchandisers,32004.0,,,2002,,
51,MetLife Inc.,"Insurance: Life, Health (Stock)",31928.0,,,2002,,MET
52,Mirant Corp.,Energy,31502.0,,,2002,,
53,Dell Computer Corporation,"Computers, Office Equipment",31168.0,,,2002,,Dell
54,"Goldman Sachs Group, Inc.",Securities,31138.0,,,2002,,GS
55,"United Parcel Service, Inc.","Mail, Package, and Freight Delivery",30646.0,,,2002,,UPS
56,"Motorola, Inc.",Network and Other Communications Equipment,30004.0,,,2002,,MSI
