rank,company,industry,revenue,employees,ticker
1,"Wal-Mart Stores, Inc.",General Merchandisers,258681.0,,WMT
2,Exxon Mobil Corporation,Petroleum Refining,213199.0,,XOM
4,Ford Motor Company,Motor Vehicles & Parts,164496.0,,F
5,General Electric Company,Diversified Financials,134187.0,,GE
7,ConocoPhillips,Petroleum Refining,99468.0,,COP
8,"Citigroup, Inc.",Commercial Banks,94713.0,,C
9,International Business Machines Corporation,"Computers, Office Equipment",89131.0,,IBM
10,"American International Group,Inc.",Insurance: Property and Casualty (Stock),81300.0,,AIG
12,Verizon Communications Inc.,Telecommunications,67752.0,,VZ
15,"Altria Group, Inc.",Tobacco,60704.0,,MO
16,McKesson Corporation,Wholesalers: Health Care,57129.2,,MCK
17,"Cardinal Health, Inc.",Wholesalers: Health Care,56829.5,,CAH
19,The Kroger Company,Food & Drug Stores,53790.8,,KR
20,Fannie Mae,Diversified Financials,53766.9,,FNMA
21,The Boeing Company,Aerospace & Defense,50485.0,,BA
23,Target Corporation,General Merchandisers,48163.0,,TGT
24,Bank of America Corporation,Commercial Banks,48065.0,,BAC
25,Pfizer Inc.,Pharmaceuticals,45950.0,,PFIZER.NS
26,J.P. Morgan Chase & Co.,Commercial Banks,44363.0,,JPM
27,Time Warner Inc.,Entertainment,43877.0,,T
29,Costco Wholesale Corporation,Specialty Retailers,42545.6,,COST
30,Johnson & Johnson,Pharmaceuticals,41862.0,,JNJ
34,Valero Energy Corp,Petroleum Refining,37968.6,,VLO
36,MetLife Inc.,"Insurance: Life, Health (Stock)",36261.0,,MET
39,Morgan Stanley,Securities,34933.0,,MS
40,AT&T,Telecommunications,34529.0,,ATT.L
42,"United Parcel Service, Inc.","Mail, Package, and Freight Delivery",33485.0,,UPS
46,Microsoft Corporation,Computer Software,32187.0,,MSFT
47,The Allstate Corporation,Insurance: Property and Casualty (Stock),32149.0,,ALL
48,Lockheed Martin Corporation,Aerospace & Defense,31844.0,,LMT
49,Wells Fargo,Commercial Banks,31800.0,,WFC
50,"Lowe's Companies, Inc.",Specialty Retailers,31263.0,,LOW
53,Intel Corporation,Semiconductors and Other Electronic Components,30141.0,,INTC
54,"UnitedHealth Group, Incorporated",Health Care,28823.0,,UNH
55,Northrop Grumman Corporation,Aerospace & Defense,28686.0,,NOC
57,"Prudential Financial, Inc.","Insurance: Life, Health (Stock)",27907.0,,PRU
60,The Walt Disney Company,Entertainment,27061.0,,DIS
61,"Motorola, Inc.",Network and Other Communications Equipment,27058.0,,MSI
62,"PepsiCo, Inc.",Food Consumer Products,26971.0,,PEP
63,CVS Corporation,Food & Drug Stores,26588.0,,CVS
66,Sysco Corporation,Wholesalers: Food and Grocery,26140.3,,SYY
69,American Express Company,Diversified Financials,25866.0,,AXP
71,International Paper Company,Forest and Paper Products,25200.0,,IP
72,"Tyson Foods, Inc.",Food Production,24549.0,,TSN
74,"Goldman Sachs Group, Inc.",Securities,23623.0,,GS
75,Duke Energy,Energy,23483.0,,DUK
76,Honeywell International Inc.,Aerospace & Defense,23103.0,,HON
77,"Caterpillar, Inc.",Industrial and Farm Equipment,22763.0,,CAT
78,Best Buy Co. Inc.,Specialty Retailers,22673.0,,BBY
79,"Johnson Controls, Inc.",Motor Vehicles & Parts,22646.0,,JCI
82,FedEx Corporation,"Mail, Package, and Freight Delivery",22487.0,,FDX
83,"Merck & Co., Inc.",Pharmaceuticals,22485.9,,MRK
84,"ConAgra Foods, Incorporated",Food Consumer Products,22052.5,,CAG
86,"Alcoa, Inc.",Metals,21728.0,,AA
87,Electronic Data Systems,Computer And Data Services,21596.0,,EA
89,Comcast Corporation,Telecommunications,21263.0,,CMCSA
95,Weyerhaeuser Company,Forest and Paper Products,19873.0,,WY
96,Abbott Laboratories,Pharmaceuticals,19680.6,,ABT
97,"AutoNation, Inc.","Automotive Retailing, Services",19381.1,,AN
98,"The Williams Companies, Inc.",Energy,19245.7,,WMB
100,"Cisco Systems, Inc.",Network and Other Communications Equipment,18878.0,,CSCO
