ticker,company,sector_name,sector_code,year,quarter,avg_return,total_volatility,correlation_gdp,correlation_inflation,currency_impact,sector_rank,sector_avg_return,outperforming_sector,recession_resilience_score
601336.SS,New York Life Insurance,"Insurance: Life, Health (Mutual)",INSU,2025,4,-0.09663392734413909,9.161565909567042,0,0,0,1.0,-0.27537868428601714,1,0.0
AAL,American Airlines,Airlines,AIRL,2025,4,-0.8110714911760454,10.427333575196709,0,0,0,3.0,-0.34069248858170886,0,0.0
ABBV,AbbVie,Pharmaceuticals,PHAR,2025,4,1.2320599544411646,7.903782709688364,0,0,0,2.0,0.8789281989827072,1,0.0
ACI,Albertsons,Food & Drug Stores,FOOD,2025,4,0.824287915925702,4.131886468072236,0,0,0,1.0,0.8135650752243051,1,0.0
ADM,Archer Daniels Midland,Food Production,FOOD,2025,4,0.9237117815056445,6.488475280779128,0,0,0,1.0,0.48480625031404395,1,0.0
ALL,Allstate,Insurance: Property and Casualty (Stock),INSU,2025,4,1.0026336332620929,3.411283051416597,0,0,0,1.0,0.5817361313286579,1,0.0
AMZN,Amazon,Internet Services and Retailing,INTE,2025,4,-1.1225206042443983,4.165083147929908,0,0,0,3.0,-0.929165264635971,0,0.0
APLE,Apple,"Computers, Office Equipment",COMP,2025,4,-0.14979904722416681,2.688128759716473,0,0,0,2.0,-0.21121829362806954,1,0.0
ATT.L,AT&T,Telecommunications,TELE,2025,4,-0.44580808583523723,4.554996980047935,0,0,0,3.0,-0.060296862187310396,0,0.0
AVGO,Broadcom,Semiconductors and Other Electronic Components,SEMI,2025,4,-0.8857475116956219,7.1337123024488,0,0,0,1.0,-1.1089226988171148,1,0.0
AXP,American Express,Diversified Financials,DIVE,2025,4,-0.5803965027867737,3.5857479371565595,0,0,0,2.0,-2.0906564909127985,1,0.0
BA,Boeing,Aerospace & Defense,AERO,2025,4,-0.029507529902484952,0.8236124666010674,0,0,0,2.0,-0.027697171548685715,0,0.0
BAC,Bank of America,Commercial Banks,COMM,2025,4,-0.2990535597855338,3.3604637781494975,0,0,0,5.0,-0.26609731106444096,0,0.0
CAH,Cardinal Health,Wholesalers: Health Care,WHOL,2025,4,-0.004860139918038586,1.4011944734271653,0,0,0,1.0,-0.1740050850957894,1,0.0
CAT,Caterpillar,Construction and Farm Machinery,CONS,2025,4,-0.5852709656504185,4.581931515816406,0,0,0,2.0,-0.2521052776467169,0,0.0
CHTR,Charter Communications,Telecommunications,TELE,2025,4,-0.6911450588512567,6.131147762839803,0,0,0,4.0,-0.060296862187310396,0,0.0
CI,Cigna,Health Care: Pharmacy and Other Services,HEAL,2025,4,0.8869762808072588,8.17075504629463,0,0,0,1.0,0.48525617846583263,1,0.0
CITI.NE,Citi,Commercial Banks,COMM,2025,4,-0.21298632655482042,5.531920796635589,0,0,0,3.0,-0.26609731106444096,1,0.0
CMCSA,Comcast,Telecommunications,TELE,2025,4,0.2923900951807697,3.7199278929365938,0,0,0,2.0,-0.060296862187310396,1,0.0
CNC,Centene,Health Care: Insurance and Managed Care,HEAL,2025,4,1.2232241617574098,7.252518513287878,0,0,0,2.0,0.643994368631633,1,0.0
COLA.WA,Coca-Cola,Beverages,BEVE,2025,4,0.6245120999219375,2.4064769093698857,0,0,0,1.0,0.6245120999219375,0,0.0
COP,ConocoPhillips,"Mining, Crude-Oil Production",MINI,2025,4,0.7148755020139506,7.995795199438827,0,0,0,1.0,0.7148755020139506,0,0.0
COR,Cencora,Wholesalers: Health Care,WHOL,2025,4,-0.11508193732633261,1.3289905824751647,0,0,0,2.0,-0.1740050850957894,1,0.0
COST,Costco,General Merchandisers,GENE,2025,4,0.16297747165464832,1.4806907154126108,0,0,0,1.0,0.08313444630901794,1,0.0
CSCO,Cisco Systems,Network and Other Communications Equipment,NETW,2025,4,1.6071761210947066,7.024646818567305,0,0,0,1.0,1.6071761210947066,0,0.0
CVS,CVS Health,Health Care: Pharmacy and Other Services,HEAL,2025,4,0.08353607612440647,7.408464355984243,0,0,0,2.0,0.48525617846583263,0,0.0
CVX,Chevron,Petroleum Refining,PETR,2025,4,0.25928093654386036,4.192727374019061,0,0,0,5.0,0.36739831321468347,0,0.0
DAL,Delta Airlines,Airlines,AIRL,2025,4,-0.02021574285367702,9.847366291251827,0,0,0,1.0,-0.34069248858170886,1,0.0
DE,Deere,Construction and Farm Machinery,CONS,2025,4,0.08106041035698461,2.9145472029418213,0,0,0,1.0,-0.2521052776467169,1,0.0
DELL,Dell Technologies,"Computers, Office Equipment",COMP,2025,4,-1.2589241800764763,9.335782141838294,0,0,0,3.0,-0.21121829362806954,0,0.0
DIS,Walt Disney,Entertainment,ENTE,2025,4,-1.1078084991751505,11.475436523602362,0,0,0,1.0,-1.1078084991751505,0,0.0
ELV,Elevance Health,Health Care: Insurance and Managed Care,HEAL,2025,4,1.4309762422510859,9.301560128835014,0,0,0,1.0,0.643994368631633,1,0.0
EPD,Enterprise Products Partners,Pipelines,PIPE,2025,4,0.620248482394351,1.5607028255645825,0,0,0,1.0,0.42343414653073297,1,0.0
ET,Energy Transfer,Pipelines,PIPE,2025,4,0.3855896914235916,2.0427970752125253,0,0,0,2.0,0.42343414653073297,0,0.0
F,Ford Motor,Motor Vehicles & Parts,MOTO,2025,4,0.04999959445732551,3.5636461743647905,0,0,0,1.0,-0.6563476698231427,1,0.0
FDX,FedEx,"Mail, Package and Freight Delivery",MAIL,2025,4,1.0778700826557372,12.130251994442915,0,0,0,1.0,0.8508457842407597,1,0.0
FMCC,Freddie Mac,Diversified Financials,DIVE,2025,4,-3.8587105253335032,18.9669290987272,0,0,0,4.0,-2.0906564909127985,0,0.0
FNMA,Fannie Mae,Diversified Financials,DIVE,2025,4,-3.678090029821103,19.748679643413347,0,0,0,3.0,-2.0906564909127985,0,0.0
GD,General Dynamics,Aerospace & Defense,AERO,2025,4,-0.29831617226053087,3.3803763476461706,0,0,0,3.0,-0.027697171548685715,0,0.0
GM,General Motors,Motor Vehicles & Parts,MOTO,2025,4,-0.14525600693986346,2.0580231556983914,0,0,0,2.0,-0.6563476698231427,1,0.0
GOOGL,Alphabet,Internet Services and Retailing,INTE,2025,4,-0.9552941189223653,4.145786936603637,0,0,0,2.0,-0.929165264635971,0,0.0
GSBD,Goldman Sachs,Commercial Banks,COMM,2025,4,0.12770308487530407,2.706087956806709,0,0,0,1.0,-0.26609731106444096,1,0.0
HCA,HCA Healthcare,Health Care: Medical Facilities,HEAL,2025,4,0.5793602567511144,3.9890602835229636,0,0,0,1.0,0.5793602567511144,0,0.0
HD,Home Depot,Specialty Retailers: Other,SPEC,2025,4,-0.4356654797796824,3.5257300700543674,0,0,0,2.0,-0.23226220270316233,0,0.0
HP,HP,"Computers, Office Equipment",COMP,2025,4,0.7750683464164345,13.17404811491639,0,0,0,1.0,-0.21121829362806954,1,0.0
HUM.ST,Humana,Health Care: Insurance and Managed Care,HEAL,2025,4,-0.12547440889810307,2.8344921524008253,0,0,0,4.0,0.643994368631633,0,0.0
IBM,IBM,Information Technology Services,INFO,2025,4,-0.2108404090907161,5.6092187068856125,0,0,0,1.0,-0.2108404090907161,0,0.0
INGM,Ingram Micro,Wholesalers: Electronics and Office Equipment,WHOL,2025,4,-1.5305392392464352,8.358987941506303,0,0,0,2.0,-1.0005324753919047,0,0.0
INTC,Intel,Semiconductors and Other Electronic Components,SEMI,2025,4,-1.553549447862666,6.542090606014663,0,0,0,3.0,-1.1089226988171148,0,0.0
JNJ,Johnson & Johnson,Pharmaceuticals,PHAR,2025,4,0.791259811784173,6.124823372948217,0,0,0,4.0,0.8789281989827072,0,0.0
JPM,JPMorgan Chase,Commercial Banks,COMM,2025,4,-0.8382213016099979,5.242822806666887,0,0,0,6.0,-0.26609731106444096,0,0.0
KR,Kroger,Food & Drug Stores,FOOD,2025,4,0.8028422345229081,2.1197009368655513,0,0,0,2.0,0.8135650752243051,0,0.0
LLY,Eli Lilly,Pharmaceuticals,PHAR,2025,4,1.2213231925496668,5.864598492726008,0,0,0,3.0,0.8789281989827072,1,0.0
LMT,Lockheed Martin,Aerospace & Defense,AERO,2025,4,0.6017068236401348,3.0452167825885192,0,0,0,1.0,-0.027697171548685715,1,0.0
MCK,McKesson,Wholesalers: Health Care,WHOL,2025,4,-0.4020731780429971,3.180146857495811,0,0,0,3.0,-0.1740050850957894,0,0.0
MET,MetLife,"Insurance: Life, Health (Stock)",INSU,2025,4,0.3868604793121877,5.596994462848357,0,0,0,1.0,0.20927973821640905,1,0.0
META,Meta,Internet Services and Retailing,INTE,2025,4,-0.7096810707411496,4.677538684177598,0,0,0,1.0,-0.929165264635971,1,0.0
MPC,Marathon Petroleum,Petroleum Refining,PETR,2025,4,0.3803822341744606,6.620813260578311,0,0,0,2.0,0.36739831321468347,1,0.0
MRK,Merck,Pharmaceuticals,PHAR,2025,4,1.3997722154163128,10.275516734987958,0,0,0,1.0,0.8789281989827072,1,0.0
MS,Morgan Stanley,Commercial Banks,COMM,2025,4,-0.1321223038915472,5.364440148976949,0,0,0,2.0,-0.26609731106444096,1,0.0
MSFT,Microsoft,Computer Software,COMP,2025,4,0.16960613104812863,2.7104402422074987,0,0,0,1.0,-0.6697296759456541,1,0.0
NKE,Nike,Apparel,APPA,2025,4,1.1122810597392214,8.958963571454877,0,0,0,1.0,1.1122810597392214,0,0.0
NVDA,Nvidia,Semiconductors and Other Electronic Components,SEMI,2025,4,-0.8874711368930563,8.193608677931188,0,0,0,2.0,-1.1089226988171148,1,0.0
ORCL,Oracle,Computer Software,COMP,2025,4,-1.509065482939437,8.007789770598364,0,0,0,2.0,-0.6697296759456541,0,0.0
PAGP,Plains GP,Pipelines,PIPE,2025,4,0.2644642657742563,2.412592067598408,0,0,0,3.0,0.42343414653073297,0,0.0
PEP,PepsiCo,Food Consumer Products,FOOD,2025,4,0.45158335176847386,4.144435172434221,0,0,0,1.0,0.45158335176847386,0,0.0
PFGC,Performance Food,Wholesalers: Food and Grocery,WHOL,2025,4,-0.49828682261778334,2.0476899299856752,0,0,0,2.0,-0.23076156664985215,0,0.0
PFIZER.NS,Pfizer,Pharmaceuticals,PHAR,2025,4,-0.24977417927778114,6.688931359946474,0,0,0,5.0,0.8789281989827072,0,0.0
PG,Procter & Gamble,Household and Personal Products,HOUS,2025,4,0.30055208233715863,4.930163594186292,0,0,0,1.0,0.30055208233715863,0,0.0
PGR,Progressive,Insurance: Property and Casualty (Stock),INSU,2025,4,0.6943984138678433,2.2631662069654714,0,0,0,2.0,0.5817361313286579,1,0.0
PRU,Prudential Financial,"Insurance: Life, Health (Stock)",INSU,2025,4,0.03169899712063042,1.9408569146042765,0,0,0,2.0,0.20927973821640905,0,0.0
PSX,Phillips 66,Petroleum Refining,PETR,2025,4,0.534378259102412,6.116732767108204,0,0,0,1.0,0.36739831321468347,1,0.0
RTX,RTX,Aerospace & Defense,AERO,2025,4,-0.3846718076718619,2.756366796619618,0,0,0,4.0,-0.027697171548685715,0,0.0
SNEX,StoneX,Diversified Financials,DIVE,2025,4,-0.24542890570981415,2.673280229366425,0,0,0,1.0,-2.0906564909127985,1,0.0
SNX,TD Synnex,Wholesalers: Electronics and Office Equipment,WHOL,2025,4,-0.47052571153737405,9.215254726245844,0,0,0,1.0,-1.0005324753919047,1,0.0
SYY,Sysco,Wholesalers: Food and Grocery,WHOL,2025,4,0.03676368931807907,3.0221079860574527,0,0,0,1.0,-0.23076156664985215,1,0.0
TGT,Target,General Merchandisers,GENE,2025,4,0.0729626908463797,4.024052284943723,0,0,0,2.0,0.08313444630901794,0,0.0
TILIX,TIAA,"Insurance: Life, Health (Mutual)",INSU,2025,4,-0.45412344122789516,2.157404147947104,0,0,0,2.0,-0.27537868428601714,0,0.0
TJX,TJX,Specialty Retailers: Apparel,SPEC,2025,4,-0.028588636105511666,2.3027867566010864,0,0,0,1.0,-0.028588636105511666,0,0.0
TRV,Travelers,Insurance: Property and Casualty (Stock),INSU,2025,4,0.34590583556105364,2.798850130355249,0,0,0,3.0,0.5817361313286579,0,0.0
TSLA,Tesla,Motor Vehicles & Parts,MOTO,2025,4,-1.8737865969868903,7.682451781499764,0,0,0,3.0,-0.6563476698231427,0,0.0
TSN,Tyson Foods,Food Production,FOOD,2025,4,0.045900719122443465,9.224297594150597,0,0,0,2.0,0.48480625031404395,0,0.0
UAL,United Airlines,Airlines,AIRL,2025,4,-0.19079023171540416,11.089993803864992,0,0,0,2.0,-0.34069248858170886,1,0.0
UIPMX,USAA,Insurance: Property and Casualty (Stock),INSU,2025,4,0.28400664262364184,6.537483858018776,0,0,0,4.0,0.5817361313286579,0,0.0
UNH,UnitedHealth,Health Care: Insurance and Managed Care,HEAL,2025,4,0.047251479416139296,8.154015511746472,0,0,0,3.0,0.643994368631633,0,0.0
UPS,UPS,"Mail, Package and Freight Delivery",MAIL,2025,4,0.6238214858257822,4.666541258406116,0,0,0,2.0,0.8508457842407597,0,0.0
VLO,Valero Energy,Petroleum Refining,PETR,2025,4,0.30208152342864014,5.298448375245407,0,0,0,4.0,0.36739831321468347,0,0.0
VZ,Verizon,Telecommunications,TELE,2025,4,0.6033756007564826,4.54782117397761,0,0,0,1.0,-0.060296862187310396,1,0.0
WFC,Wells Fargo,Commercial Banks,COMM,2025,4,-0.24190345942005057,1.9547658847776939,0,0,0,4.0,-0.26609731106444096,1,0.0
WMT,Walmart,General Merchandisers,GENE,2025,4,0.013463176426025786,2.703527570482324,0,0,0,3.0,0.08313444630901794,0,0.0
X1G.PA,Lowe's,Specialty Retailers: Other,SPEC,2025,4,-0.028858925626642246,0.769069042654751,0,0,0,1.0,-0.23226220270316233,1,0.0
XOM,Exxon Mobil,Petroleum Refining,PETR,2025,4,0.36086861282404425,4.548351640787175,0,0,0,3.0,0.36739831321468347,0,0.0
